ClientID,ID,Rank,MaxLevel,MaxRank,Rarity,Type,Camp,Label,BaseHP,BaseAttack,BaseDefence,GrowthHP,GrowthAttack,GrowthDefence,NormalSkillID,SuperSkillID,PassiveSkillID,DecomposeRes,BattlePower,BattlePowerGrowth,HeadItem,BagFullChangeItem,ConvertID1,ConvertID2,ConvertItem
215402,2154,2,45,6,7,2,2,1,944,233,103,9443,2335,1037,205401,205411,700002,"2,100000,5,4000,10,10000",288,2884,62054,,,,
215403,2154,3,60,6,7,2,2,1,1085,268,119,10859,2686,1192,205401,205411,700002,"2,100000,5,4000,10,10000",331,3317,62054,,,,
215404,2154,4,80,6,7,2,2,1,1248,308,137,12488,3088,1371,205401,205411,"700002,205422","2,100000,5,4000,10,10000",381,3814,62054,,,,
215405,2154,5,100,6,7,2,2,1,1436,355,157,14361,3552,1577,205401,205411,"700002,205422","2,100000,5,4000,10,10000",438,4386,62054,,,,
215406,2154,6,180,6,7,2,2,1,1651,408,181,16515,4085,1813,205401,205411,"700002,205422,700021","2,100000,5,4000,10,10000",504,5044,62054,,,,
220401,2204,1,30,6,8,2,2,1,985,243,108,9853,2437,1082,205401,205411,,"2,190000,5,8000,10,19000",300,3009,62054,,,,
220402,2204,2,45,6,8,2,2,1,1133,280,124,11331,2802,1244,205401,205411,700002,"2,190000,5,8000,10,19000",346,3461,62054,,,,
220403,2204,3,60,6,8,2,2,1,1303,322,143,13031,3223,1431,205401,205411,700002,"2,190000,5,8000,10,19000",398,3980,62054,,,,
220404,2204,4,80,6,8,2,2,1,1498,370,164,14986,3706,1645,205401,205411,"700002,205422","2,190000,5,8000,10,19000",457,4577,62054,,,,
220405,2204,5,100,6,8,2,2,1,1723,426,189,17234,4262,1892,205401,205411,"700002,205422","2,190000,5,8000,10,19000",526,5264,62054,,,,
220406,2204,6,210,6,8,2,2,1,1981,490,217,19819,4902,2176,205401,205411,"700002,205422,700022","2,190000,5,8000,10,19000",605,6053,62054,,,,
225401,2254,1,30,6,9,2,2,1,1182,292,129,11824,2924,1298,205401,205411,,"2,310000,5,16000,10,31000",361,3611,62054,,,,
225402,2254,2,45,6,9,2,2,1,1359,336,149,13597,3363,1493,205401,205411,700003,"2,310000,5,16000,10,31000",415,4153,62054,,,,
225403,2254,3,60,6,9,2,2,1,1563,386,171,15637,3867,1717,205401,205411,700003,"2,310000,5,16000,10,31000",477,4776,62054,,,,
225404,2254,4,80,6,9,2,2,1,1798,444,197,17983,4448,1974,205401,205411,"700003,205422","2,310000,5,16000,10,31000",549,5493,62054,,,,
225405,2254,5,100,6,9,2,2,1,2068,511,227,20680,5115,2271,205401,205411,"700003,205422","2,310000,5,16000,10,31000",631,6317,62054,,,,
225406,2254,6,240,6,9,2,2,1,2378,588,261,23782,5882,2611,205401,205411,"700003,205422,700022","2,310000,5,16000,10,31000",726,7264,62054,,,,
230401,2304,1,30,6,10,2,2,1,1418,350,155,14189,3509,1558,205401,205411,,"2,460000,5,30000,10,46000",433,4334,62054,,,,
230402,2304,2,45,6,10,2,2,1,1631,403,179,16317,4036,1791,205401,205411,700003,"2,460000,5,30000,10,46000",498,4984,62054,,,,
230403,2304,3,60,6,10,2,2,1,1876,464,206,18765,4641,2060,205401,205411,700003,"2,460000,5,30000,10,46000",573,5731,62054,,,,
230404,2304,4,80,6,10,2,2,1,2157,533,236,21579,5337,2369,205401,205411,"700003,205423","2,460000,5,30000,10,46000",659,6591,62054,,,,
230405,2304,5,100,6,10,2,2,1,2481,613,272,24816,6138,2725,205401,205411,"700003,205423","2,460000,5,30000,10,46000",758,7580,62054,,,,
230406,2304,6,270,6,10,2,2,1,2853,705,313,28539,7059,3134,205401,205411,"700003,205423,700022","2,460000,5,30000,10,46000",871,8717,62054,,,,
235401,2354,1,30,6,11,2,2,1,1702,421,186,17027,4211,1869,205401,205411,,"2,640000,5,60000,10,64000",520,5201,62054,,,,
235402,2354,2,45,6,11,2,2,1,1958,484,215,19581,4843,2150,205401,205411,700003,"2,640000,5,60000,10,64000",598,5981,62054,,,,
235403,2354,3,60,6,11,2,2,1,2251,556,247,22518,5569,2472,205401,205411,700003,"2,640000,5,60000,10,64000",687,6878,62054,,,,
235404,2354,4,80,6,11,2,2,1,2589,640,284,25895,6405,2843,205401,205411,"700003,205423","2,640000,5,60000,10,64000",791,7910,62054,,,,
235405,2354,5,100,6,11,2,2,1,2978,736,327,29780,7366,3270,205401,205411,"700003,205423","2,640000,5,60000,10,64000",909,9096,62054,,,,
235406,2354,6,300,6,11,2,2,1,3424,847,376,34247,8471,3760,205401,205411,"700003,205423,700023","2,640000,5,60000,10,64000",1046,10461,62054,,,,
205501,2055,1,30,6,5,3,2,"1,4",465,167,58,4654,1676,580,205501,205511,,"2,10000,6,250,10,1000",174,1741,62055,"52055,50",135,225,"23,100"
205502,2055,2,45,6,5,3,2,"1,4",535,192,66,5353,1927,667,205501,205511,205521,"2,10000,6,250,10,1000",200,2003,62055,"52055,50",135,225,"23,100"
205503,2055,3,60,6,5,3,2,"1,4",615,221,76,6156,2217,767,205501,205511,205521,"2,10000,6,250,10,1000",230,2303,62055,"52055,50",135,225,"23,100"
205504,2055,4,80,6,5,3,2,"1,4",707,254,88,7079,2549,882,205501,205511,"205521,205531","2,10000,6,250,10,1000",264,2649,62055,"52055,50",135,225,"23,100"
205505,2055,5,100,6,5,3,2,"1,4",814,293,101,8141,2932,1015,205501,205511,"205521,205531","2,10000,6,250,10,1000",304,3046,62055,"52055,50",135,225,"23,100"
205506,2055,6,120,6,5,3,2,"1,4",936,337,116,9362,3371,1167,205501,205511,"205521,205531,205541","2,10000,6,250,10,1000",350,3503,62055,"52055,50",135,225,"23,100"
210501,2105,1,30,6,6,3,2,"1,4",558,201,69,5585,2011,696,205501,205511,,"2,40000,6,1500,10,4000",209,2090,62055,,,,
210502,2105,2,45,6,6,3,2,"1,4",642,231,80,6423,2313,801,205501,205511,205522,"2,40000,6,1500,10,4000",240,2403,62055,,,,
210503,2105,3,60,6,6,3,2,"1,4",738,266,92,7387,2660,921,205501,205511,205522,"2,40000,6,1500,10,4000",276,2764,62055,,,,
210504,2105,4,80,6,6,3,2,"1,4",849,305,105,8495,3059,1059,205501,205511,"205522,205531","2,40000,6,1500,10,4000",317,3178,62055,,,,
210505,2105,5,100,6,6,3,2,"1,4",976,351,121,9769,3518,1218,205501,205511,"205522,205531","2,40000,6,1500,10,4000",365,3655,62055,,,,
210506,2105,6,150,6,6,3,2,"1,4",1123,404,140,11235,4046,1401,205501,205511,"205522,205531,205541","2,40000,6,1500,10,4000",420,4204,62055,,,,
215501,2155,1,30,6,7,3,2,"1,4",670,241,83,6702,2414,835,205501,205511,,"2,100000,6,4000,10,10000",250,2508,62055,,,,
215502,2155,2,45,6,7,3,2,"1,4",770,277,96,7708,2776,961,205501,205511,205522,"2,100000,6,4000,10,10000",288,2884,62055,,,,
215503,2155,3,60,6,7,3,2,"1,4",886,319,110,8864,3192,1105,205501,205511,205522,"2,100000,6,4000,10,10000",331,3317,62055,,,,
215504,2155,4,80,6,7,3,2,"1,4",1019,367,127,10194,3671,1271,205501,205511,"205522,205532","2,100000,6,4000,10,10000",381,3814,62055,,,,
215505,2155,5,100,6,7,3,2,"1,4",1172,422,146,11723,4222,1461,205501,205511,"205522,205532","2,100000,6,4000,10,10000",438,4386,62055,,,,
215506,2155,6,180,6,7,3,2,"1,4",1348,485,168,13482,4855,1681,205501,205511,"205522,205532,205541","2,100000,6,4000,10,10000",504,5044,62055,,,,
220501,2205,1,30,6,8,3,2,"1,4",804,289,100,8043,2896,1003,205501,205511,,"2,190000,6,8000,10,19000",300,3009,62055,,,,
220502,2205,2,45,6,8,3,2,"1,4",925,333,115,9250,3331,1153,205501,205511,205522,"2,190000,6,8000,10,19000",346,3461,62055,,,,
220503,2205,3,60,6,8,3,2,"1,4",1063,383,132,10637,3831,1326,205501,205511,205522,"2,190000,6,8000,10,19000",398,3980,62055,,,,
220504,2205,4,80,6,8,3,2,"1,4",1223,440,152,12233,4405,1525,205501,205511,"205522,205532","2,190000,6,8000,10,19000",457,4577,62055,,,,
220505,2205,5,100,6,8,3,2,"1,4",1406,506,175,14068,5066,1754,205501,205511,"205522,205532","2,190000,6,8000,10,19000",526,5264,62055,,,,
220506,2205,6,210,6,8,3,2,"1,4",1617,582,201,16178,5826,2017,205501,205511,"205522,205532,205542","2,190000,6,8000,10,19000",605,6053,62055,,,,
225501,2255,1,30,6,9,3,2,"1,4",965,347,120,9652,3476,1203,205501,205511,,"2,310000,6,16000,10,31000",361,3611,62055,,,,
225502,2255,2,45,6,9,3,2,"1,4",1110,399,138,11100,3997,1384,205501,205511,205523,"2,310000,6,16000,10,31000",415,4153,62055,,,,
225503,2255,3,60,6,9,3,2,"1,4",1276,459,159,12765,4597,1591,205501,205511,205523,"2,310000,6,16000,10,31000",477,4776,62055,,,,
225504,2255,4,80,6,9,3,2,"1,4",1467,528,183,14679,5286,1830,205501,205511,"205523,205532","2,310000,6,16000,10,31000",549,5493,62055,,,,
225505,2255,5,100,6,9,3,2,"1,4",1688,607,210,16881,6079,2105,205501,205511,"205523,205532","2,310000,6,16000,10,31000",631,6317,62055,,,,
225506,2255,6,240,6,9,3,2,"1,4",1941,699,242,19414,6991,2420,205501,205511,"205523,205532,205542","2,310000,6,16000,10,31000",726,7264,62055,,,,
230501,2305,1,30,6,10,3,2,"1,4",1158,417,144,11582,4171,1444,205501,205511,,"2,460000,6,30000,10,46000",433,4334,62055,,,,
230502,2305,2,45,6,10,3,2,"1,4",1332,479,166,13320,4797,1661,205501,205511,205523,"2,460000,6,30000,10,46000",498,4984,62055,,,,
230503,2305,3,60,6,10,3,2,"1,4",1531,551,191,15318,5516,1910,205501,205511,205523,"2,460000,6,30000,10,46000",573,5731,62055,,,,
230504,2305,4,80,6,10,3,2,"1,4",1761,634,219,17615,6344,2196,205501,205511,"205523,205533","2,460000,6,30000,10,46000",659,6591,62055,,,,
230505,2305,5,100,6,10,3,2,"1,4",2025,729,252,20258,7295,2526,205501,205511,"205523,205533","2,460000,6,30000,10,46000",758,7580,62055,,,,
230506,2305,6,270,6,10,3,2,"1,4",2329,839,290,23297,8390,2905,205501,205511,"205523,205533,205542","2,460000,6,30000,10,46000",871,8717,62055,,,,
235501,2355,1,30,6,11,3,2,"1,4",1389,500,173,13899,5005,1733,205501,205511,,"2,640000,6,60000,10,64000",520,5201,62055,,,,
235502,2355,2,45,6,11,3,2,"1,4",1598,575,199,15984,5756,1993,205501,205511,205523,"2,640000,6,60000,10,64000",598,5981,62055,,,,
235503,2355,3,60,6,11,3,2,"1,4",1838,662,229,18381,6620,2292,205501,205511,205523,"2,640000,6,60000,10,64000",687,6878,62055,,,,
235504,2355,4,80,6,11,3,2,"1,4",2113,761,263,21139,7613,2636,205501,205511,"205523,205533","2,640000,6,60000,10,64000",791,7910,62055,,,,
235505,2355,5,100,6,11,3,2,"1,4",2430,875,303,24309,8755,3031,205501,205511,"205523,205533","2,640000,6,60000,10,64000",909,9096,62055,,,,
235506,2355,6,300,6,11,3,2,"1,4",2795,1006,348,27956,10068,3486,205501,205511,"205523,205533,205543","2,640000,6,60000,10,64000",1046,10461,62055,,,,
205601,2056,1,30,6,5,1,2,"1,4",477,187,60,4779,1879,609,205601,205611,,"2,10000,4,250,10,1000",188,1881,62056,"52056,50",115,225,"23,100"
205602,2056,2,45,6,5,1,2,"1,4",549,216,70,5496,2160,700,205601,205611,205621,"2,10000,4,250,10,1000",216,2163,62056,"52056,50",115,225,"23,100"
205603,2056,3,60,6,5,1,2,"1,4",632,248,80,6321,2485,805,205601,205611,205621,"2,10000,4,250,10,1000",248,2487,62056,"52056,50",115,225,"23,100"
205604,2056,4,80,6,5,1,2,"1,4",726,285,92,7269,2857,926,205601,205611,"205621,205631","2,10000,4,250,10,1000",286,2861,62056,"52056,50",115,225,"23,100"
205605,2056,5,100,6,5,1,2,"1,4",835,328,106,8359,3286,1065,205601,205611,"205621,205631","2,10000,4,250,10,1000",329,3290,62056,"52056,50",115,225,"23,100"
205606,2056,6,120,6,5,1,2,"1,4",961,377,122,9613,3779,1225,205601,205611,"205621,205631,205641","2,10000,4,250,10,1000",378,3783,62056,"52056,50",115,225,"23,100"
210601,2106,1,30,6,6,1,2,"1,4",573,225,73,5735,2254,731,205601,205611,,"2,40000,4,1500,10,4000",225,2257,62056,,,,
210602,2106,2,45,6,6,1,2,"1,4",659,259,84,6595,2593,840,205601,205611,205622,"2,40000,4,1500,10,4000",259,2596,62056,,,,
210603,2106,3,60,6,6,1,2,"1,4",758,298,96,7585,2982,966,205601,205611,205622,"2,40000,4,1500,10,4000",298,2985,62056,,,,
210604,2106,4,80,6,6,1,2,"1,4",872,342,111,8723,3429,1111,205601,205611,"205622,205631","2,40000,4,1500,10,4000",343,3433,62056,,,,
210605,2106,5,100,6,6,1,2,"1,4",1003,394,127,10031,3943,1278,205601,205611,"205622,205631","2,40000,4,1500,10,4000",394,3948,62056,,,,
210606,2106,6,150,6,6,1,2,"1,4",1153,453,147,11536,4535,1470,205601,205611,"205622,205631,205641","2,40000,4,1500,10,4000",454,4540,62056,,,,
215601,2156,1,30,6,7,1,2,"1,4",688,270,87,6882,2705,877,205601,205611,,"2,100000,4,4000,10,10000",270,2708,62056,,,,
215602,2156,2,45,6,7,1,2,"1,4",791,311,100,7915,3111,1008,205601,205611,205622,"2,100000,4,4000,10,10000",311,3115,62056,,,,
215603,2156,3,60,6,7,1,2,"1,4",910,357,116,9102,3578,1160,205601,205611,205622,"2,100000,4,4000,10,10000",358,3582,62056,,,,
215604,2156,4,80,6,7,1,2,"1,4",1046,411,133,10467,4115,1334,205601,205611,"205622,205632","2,100000,4,4000,10,10000",411,4119,62056,,,,
215605,2156,5,100,6,7,1,2,"1,4",1203,473,153,12038,4732,1534,205601,205611,"205622,205632","2,100000,4,4000,10,10000",473,4737,62056,,,,
215606,2156,6,180,6,7,1,2,"1,4",1384,544,176,13843,5442,1764,205601,205611,"205622,205632,205641","2,100000,4,4000,10,10000",544,5448,62056,,,,
220601,2206,1,30,6,8,1,2,"1,4",825,324,105,8259,3246,1052,205601,205611,,"2,190000,4,8000,10,19000",325,3250,62056,,,,
220602,2206,2,45,6,8,1,2,"1,4",949,373,121,9498,3734,1210,205601,205611,205622,"2,190000,4,8000,10,19000",373,3738,62056,,,,
220603,2206,3,60,6,8,1,2,"1,4",1092,429,139,10922,4294,1392,205601,205611,205622,"2,190000,4,8000,10,19000",429,4298,62056,,,,
220604,2206,4,80,6,8,1,2,"1,4",1256,493,160,12561,4938,1601,205601,205611,"205622,205632","2,190000,4,8000,10,19000",494,4943,62056,,,,
220605,2206,5,100,6,8,1,2,"1,4",1444,567,184,14445,5678,1841,205601,205611,"205622,205632","2,190000,4,8000,10,19000",568,5685,62056,,,,
220606,2206,6,210,6,8,1,2,"1,4",1661,653,211,16612,6530,2117,205601,205611,"205622,205632,205642","2,190000,4,8000,10,19000",653,6538,62056,,,,
225601,2256,1,30,6,9,1,2,"1,4",991,389,126,9911,3896,1263,205601,205611,,"2,310000,4,16000,10,31000",390,3900,62056,,,,
225602,2256,2,45,6,9,1,2,"1,4",1139,448,145,11397,4480,1452,205601,205611,205623,"2,310000,4,16000,10,31000",448,4485,62056,,,,
225603,2256,3,60,6,9,1,2,"1,4",1310,515,167,13107,5152,1670,205601,205611,205623,"2,310000,4,16000,10,31000",515,5158,62056,,,,
225604,2256,4,80,6,9,1,2,"1,4",1507,592,192,15073,5925,1921,205601,205611,"205623,205632","2,310000,4,16000,10,31000",593,5932,62056,,,,
225605,2256,5,100,6,9,1,2,"1,4",1733,681,220,17334,6814,2209,205601,205611,"205623,205632","2,310000,4,16000,10,31000",682,6822,62056,,,,
225606,2256,6,240,6,9,1,2,"1,4",1993,783,254,19934,7836,2540,205601,205611,"205623,205632,205642","2,310000,4,16000,10,31000",784,7845,62056,,,,
230601,2306,1,30,6,10,1,2,"1,4",1189,467,151,11893,4675,1515,205601,205611,,"2,460000,4,30000,10,46000",468,4680,62056,,,,
230602,2306,2,45,6,10,1,2,"1,4",1367,537,174,13677,5376,1743,205601,205611,205623,"2,460000,4,30000,10,46000",538,5383,62056,,,,
230603,2306,3,60,6,10,1,2,"1,4",1572,618,200,15729,6183,2004,205601,205611,205623,"2,460000,4,30000,10,46000",619,6190,62056,,,,
230604,2306,4,80,6,10,1,2,"1,4",1808,711,230,18088,7111,2305,205601,205611,"205623,205633","2,460000,4,30000,10,46000",711,7119,62056,,,,
230605,2306,5,100,6,10,1,2,"1,4",2080,817,265,20801,8177,2651,205601,205611,"205623,205633","2,460000,4,30000,10,46000",818,8187,62056,,,,
230606,2306,6,270,6,10,1,2,"1,4",2392,940,304,23921,9404,3048,205601,205611,"205623,205633,205642","2,460000,4,30000,10,46000",941,9415,62056,,,,
235601,2356,1,30,6,11,1,2,"1,4",1427,561,181,14272,5610,1819,205601,205611,,"2,640000,4,60000,10,64000",561,5617,62056,,,,
235602,2356,2,45,6,11,1,2,"1,4",1641,645,209,16412,6452,2091,205601,205611,205623,"2,640000,4,60000,10,64000",645,6459,62056,,,,
235603,2356,3,60,6,11,1,2,"1,4",1887,742,240,18874,7420,2405,205601,205611,205623,"2,640000,4,60000,10,64000",742,7428,62056,,,,
235604,2356,4,80,6,11,1,2,"1,4",2170,853,276,21706,8533,2766,205601,205611,"205623,205633","2,640000,4,60000,10,64000",854,8542,62056,,,,
235605,2356,5,100,6,11,1,2,"1,4",2496,981,318,24962,9813,3181,205601,205611,"205623,205633","2,640000,4,60000,10,64000",982,9824,62056,,,,
235606,2356,6,300,6,11,1,2,"1,4",2870,1128,365,28706,11285,3658,205601,205611,"205623,205633,205643","2,640000,4,60000,10,64000",1129,11298,62056,,,,
205701,2057,1,30,6,5,2,2,1,576,153,64,5764,1536,648,205701,205711,,"2,10000,5,250,10,1000",182,1828,62057,"52057,50",125,225,"23,100"
205702,2057,2,45,6,5,2,2,1,662,176,74,6629,1767,745,205701,205711,205721,"2,10000,5,250,10,1000",210,2103,62057,"52057,50",125,225,"23,100"
205703,2057,3,60,6,5,2,2,1,762,203,85,7623,2032,857,205701,205711,205721,"2,10000,5,250,10,1000",241,2418,62057,"52057,50",125,225,"23,100"
205704,2057,4,80,6,5,2,2,1,876,233,98,8767,2337,986,205701,205711,"205721,205731","2,10000,5,250,10,1000",278,2781,62057,"52057,50",125,225,"23,100"
205705,2057,5,100,6,5,2,2,1,1008,268,113,10082,2687,1134,205701,205711,"205721,205731","2,10000,5,250,10,1000",319,3198,62057,"52057,50",125,225,"23,100"
205706,2057,6,120,6,5,2,2,1,1159,309,130,11594,3091,1304,205701,205711,"205721,205731,205741","2,10000,5,250,10,1000",367,3678,62057,"52057,50",125,225,"23,100"
210701,2107,1,30,6,6,2,2,1,691,184,77,6917,1844,778,205701,205711,,"2,40000,5,1500,10,4000",219,2194,62057,,,,
210702,2107,2,45,6,6,2,2,1,795,212,89,7955,2120,895,205701,205711,205722,"2,40000,5,1500,10,4000",252,2523,62057,,,,
210703,2107,3,60,6,6,2,2,1,914,243,102,9148,2438,1029,205701,205711,205722,"2,40000,5,1500,10,4000",290,2902,62057,,,,
210704,2107,4,80,6,6,2,2,1,1052,280,118,10520,2804,1183,205701,205711,"205722,205731","2,40000,5,1500,10,4000",333,3337,62057,,,,
210705,2107,5,100,6,6,2,2,1,1209,322,136,12098,3225,1361,205701,205711,"205722,205731","2,40000,5,1500,10,4000",383,3838,62057,,,,
210706,2107,6,150,6,6,2,2,1,1391,370,156,13913,3709,1565,205701,205711,"205722,205731,205741","2,40000,5,1500,10,4000",441,4414,62057,,,,
215701,2157,1,30,6,7,2,2,1,830,221,93,8301,2213,934,205701,205711,,"2,100000,5,4000,10,10000",263,2633,62057,,,,
215702,2157,2,45,6,7,2,2,1,954,254,107,9546,2545,1074,205701,205711,205722,"2,100000,5,4000,10,10000",302,3028,62057,,,,
215703,2157,3,60,6,7,2,2,1,1097,292,123,10978,2926,1235,205701,205711,205722,"2,100000,5,4000,10,10000",348,3482,62057,,,,
215704,2157,4,80,6,7,2,2,1,1262,336,142,12625,3365,1420,205701,205711,"205722,205732","2,100000,5,4000,10,10000",400,4005,62057,,,,
215705,2157,5,100,6,7,2,2,1,1451,387,163,14518,3870,1633,205701,205711,"205722,205732","2,100000,5,4000,10,10000",460,4606,62057,,,,
215706,2157,6,180,6,7,2,2,1,1669,445,187,16696,4451,1878,205701,205711,"205722,205732,205741","2,100000,5,4000,10,10000",529,5297,62057,,,,
220701,2207,1,30,6,8,2,2,1,996,265,112,9961,2655,1120,205701,205711,,"2,190000,5,8000,10,19000",316,3160,62057,,,,
220702,2207,2,45,6,8,2,2,1,1145,305,128,11455,3054,1288,205701,205711,205722,"2,190000,5,8000,10,19000",363,3634,62057,,,,
220703,2207,3,60,6,8,2,2,1,1317,351,148,13173,3512,1482,205701,205711,205722,"2,190000,5,8000,10,19000",417,4179,62057,,,,
220704,2207,4,80,6,8,2,2,1,1515,403,170,15150,4038,1704,205701,205711,"205722,205732","2,190000,5,8000,10,19000",480,4806,62057,,,,
220705,2207,5,100,6,8,2,2,1,1742,464,196,17422,4644,1960,205701,205711,"205722,205732","2,190000,5,8000,10,19000",552,5527,62057,,,,
220706,2207,6,210,6,8,2,2,1,2003,534,225,20035,5341,2254,205701,205711,"205722,205732,205742","2,190000,5,8000,10,19000",635,6356,62057,,,,
225701,2257,1,30,6,9,2,2,1,1195,318,134,11953,3186,1345,205701,205711,,"2,310000,5,16000,10,31000",379,3792,62057,,,,
225702,2257,2,45,6,9,2,2,1,1374,366,154,13746,3664,1546,205701,205711,205723,"2,310000,5,16000,10,31000",436,4361,62057,,,,
225703,2257,3,60,6,9,2,2,1,1580,421,177,15808,4214,1778,205701,205711,205723,"2,310000,5,16000,10,31000",501,5015,62057,,,,
225704,2257,4,80,6,9,2,2,1,1818,484,204,18180,4846,2045,205701,205711,"205723,205732","2,310000,5,16000,10,31000",576,5767,62057,,,,
225705,2257,5,100,6,9,2,2,1,2090,557,235,20907,5573,2352,205701,205711,"205723,205732","2,310000,5,16000,10,31000",663,6632,62057,,,,
225706,2257,6,240,6,9,2,2,1,2404,640,270,24043,6409,2705,205701,205711,"205723,205732,205742","2,310000,5,16000,10,31000",762,7627,62057,,,,
230701,2307,1,30,6,10,2,2,1,1434,382,161,14344,3824,1614,205701,205711,,"2,460000,5,30000,10,46000",455,4550,62057,,,,
230702,2307,2,45,6,10,2,2,1,1649,439,185,16496,4397,1856,205701,205711,205723,"2,460000,5,30000,10,46000",523,5233,62057,,,,
230703,2307,3,60,6,10,2,2,1,1897,505,213,18970,5057,2134,205701,205711,205723,"2,460000,5,30000,10,46000",601,6018,62057,,,,
230704,2307,4,80,6,10,2,2,1,2181,581,245,21816,5816,2454,205701,205711,"205723,205733","2,460000,5,30000,10,46000",692,6921,62057,,,,
230705,2307,5,100,6,10,2,2,1,2508,668,282,25088,6688,2822,205701,205711,"205723,205733","2,460000,5,30000,10,46000",795,7959,62057,,,,
230706,2307,6,270,6,10,2,2,1,2885,769,324,28851,7691,3246,205701,205711,"205723,205733,205742","2,460000,5,30000,10,46000",915,9153,62057,,,,
235701,2357,1,30,6,11,2,2,1,1721,458,193,17213,4588,1936,205701,205711,,"2,640000,5,60000,10,64000",546,5461,62057,,,,
235702,2357,2,45,6,11,2,2,1,1979,527,222,19795,5277,2227,205701,205711,205723,"2,640000,5,60000,10,64000",628,6280,62057,,,,
235703,2357,3,60,6,11,2,2,1,2276,606,256,22764,6068,2561,205701,205711,205723,"2,640000,5,60000,10,64000",722,7222,62057,,,,
235704,2357,4,80,6,11,2,2,1,2617,697,294,26179,6979,2945,205701,205711,"205723,205733","2,640000,5,60000,10,64000",830,8305,62057,,,,
235705,2357,5,100,6,11,2,2,1,3010,802,338,30106,8026,3387,205701,205711,"205723,205733","2,640000,5,60000,10,64000",955,9551,62057,,,,
235706,2357,6,300,6,11,2,2,1,3462,923,389,34622,9230,3895,205701,205711,"205723,205733,205743","2,640000,5,60000,10,64000",1098,10984,62057,,,,
205801,2058,1,30,6,5,3,2,1,518,163,61,5181,1631,611,205801,205811,,"2,10000,6,250,10,1000",179,1794,62058,"52058,50",135,225,"23,100"
205802,2058,2,45,6,5,3,2,1,595,187,70,5958,1876,702,205801,205811,700001,"2,10000,6,250,10,1000",206,2063,62058,"52058,50",135,225,"23,100"
205803,2058,3,60,6,5,3,2,1,685,215,80,6852,2157,808,205801,205811,700001,"2,10000,6,250,10,1000",237,2372,62058,"52058,50",135,225,"23,100"
205804,2058,4,80,6,5,3,2,1,787,248,92,7879,2481,929,205801,205811,"700001,205821","2,10000,6,250,10,1000",272,2728,62058,"52058,50",135,225,"23,100"
205805,2058,5,100,6,5,3,2,1,906,285,106,9061,2853,1069,205801,205811,"700001,205821","2,10000,6,250,10,1000",313,3137,62058,"52058,50",135,225,"23,100"
205806,2058,6,120,6,5,3,2,1,1042,328,122,10421,3281,1229,205801,205811,"700001,205821,205831","2,10000,6,250,10,1000",360,3608,62058,"52058,50",135,225,"23,100"
210801,2108,1,30,6,6,3,2,1,621,195,73,6217,1957,733,205801,205811,,"2,40000,6,1500,10,4000",215,2152,62058,,,,
210802,2108,2,45,6,6,3,2,1,714,225,84,7149,2251,843,205801,205811,700002,"2,40000,6,1500,10,4000",247,2475,62058,,,,
210803,2108,3,60,6,6,3,2,1,822,258,97,8222,2589,970,205801,205811,700002,"2,40000,6,1500,10,4000",284,2847,62058,,,,
210804,2108,4,80,6,6,3,2,1,945,297,111,9455,2977,1115,205801,205811,"700002,205821","2,40000,6,1500,10,4000",327,3274,62058,,,,
210805,2108,5,100,6,6,3,2,1,1087,342,128,10874,3424,1282,205801,205811,"700002,205821","2,40000,6,1500,10,4000",376,3765,62058,,,,
210806,2108,6,150,6,6,3,2,1,1250,393,147,12505,3937,1475,205801,205811,"700002,205821,205831","2,40000,6,1500,10,4000",433,4330,62058,,,,
215801,2158,1,30,6,7,3,2,1,746,234,88,7460,2349,880,205801,205811,,"2,100000,6,4000,10,10000",258,2583,62058,,,,
215802,2158,2,45,6,7,3,2,1,857,270,101,8579,2701,1012,205801,205811,700002,"2,100000,6,4000,10,10000",297,2970,62058,,,,
215803,2158,3,60,6,7,3,2,1,986,310,116,9866,3106,1164,205801,205811,700002,"2,100000,6,4000,10,10000",341,3416,62058,,,,
215804,2158,4,80,6,7,3,2,1,1134,357,133,11347,3572,1338,205801,205811,"700002,205822","2,100000,6,4000,10,10000",392,3929,62058,,,,
215805,2158,5,100,6,7,3,2,1,1304,410,153,13049,4108,1539,205801,205811,"700002,205822","2,100000,6,4000,10,10000",451,4518,62058,,,,
215806,2158,6,180,6,7,3,2,1,1500,472,177,15006,4725,1770,205801,205811,"700002,205822,205831","2,100000,6,4000,10,10000",519,5196,62058,,,,
220801,2208,1,30,6,8,3,2,1,895,281,105,8953,2819,1056,205801,205811,,"2,190000,6,8000,10,19000",310,3100,62058,,,,
220802,2208,2,45,6,8,3,2,1,1029,324,121,10295,3241,1214,205801,205811,700002,"2,190000,6,8000,10,19000",356,3565,62058,,,,
220803,2208,3,60,6,8,3,2,1,1184,372,139,11840,3728,1396,205801,205811,700002,"2,190000,6,8000,10,19000",409,4099,62058,,,,
220804,2208,4,80,6,8,3,2,1,1361,428,160,13616,4287,1606,205801,205811,"700002,205822","2,190000,6,8000,10,19000",471,4714,62058,,,,
220805,2208,5,100,6,8,3,2,1,1565,493,184,15658,4930,1847,205801,205811,"700002,205822","2,190000,6,8000,10,19000",542,5422,62058,,,,
220806,2208,6,210,6,8,3,2,1,1800,567,212,18007,5670,2124,205801,205811,"700002,205822,205832","2,190000,6,8000,10,19000",623,6235,62058,,,,
