ID,Type,SkillAttr,IsCancelReport,SkillTriggerType,TriggerCondition1,TriggerCondition2,StunDisableAction,IsDelayLastSkill,TriggerRoundMax,TriggerBattleMax,SkillMelee,SkillEnemy,RangeType,SkillTarget,MaxTarget,CertainHit,Effect1Cond1,Effect1Cond2,Effect1,Effect2Cond1,Effect2Cond2,Effect2,Effect3Cond1,Effect3Cond2,Effect3,ComboSKill
205422,3,,,12,,,0,0,0,0,0,1,1,5,1,-1,,6|10000,2|0|1200|0,,,,,,,
205423,3,,,12,,,0,0,0,0,0,1,1,5,1,-1,,6|10000,2|0|1500|0,,,,,,,
205521,3,,,1,,,0,0,0,0,0,1,1,8,2,-1,,,4|2501|1000|-9000,,,,,,,
205522,3,,,1,,,0,0,0,0,0,1,1,8,2,-1,,,4|2501|2000|-8000,,,,,,,
205523,3,,,1,,,0,0,0,0,0,1,1,8,2,-1,,,4|2501|3000|-7000,,,,,,,
205531,3,,,1,,,0,0,0,0,0,1,7,5,1,-1,,11|2,3|106|10000|1600|3,,11|2,3|107|10000|1600|3,,,,
205532,3,,,1,,,0,0,0,0,0,1,7,5,1,-1,,11|2,3|106|10000|2200|3,,11|2,3|107|10000|2200|3,,,,
205533,3,,,1,,,0,0,0,0,0,1,7,5,1,-1,,11|2,3|106|10000|2800|3,,11|2,3|107|10000|2800|3,,,,
205541,3,,,1,,,0,0,0,0,0,1,7,5,1,-1,,,3|1111|10000|0|30,,,3|103|10000|900|3,,3|101|10000|900|3,,
205542,3,,,1,,,0,0,0,0,0,1,7,5,1,-1,,,3|1111|10000|0|30,,,3|103|10000|1200|3,,3|101|10000|1200|3,,
205543,3,,,1,,,0,0,0,0,0,1,7,5,1,-1,,,3|1111|10000|0|30,,,3|103|10000|1500|3,,3|101|10000|1500|3,,
205621,3,,,3,,,0,0,0,0,0,1,1,5,1,-1,,,3|112|10000|2000|2,,,,,,,
205622,3,,,3,,,0,0,0,0,0,1,1,5,1,-1,,,3|112|10000|3000|2,,,,,,,
205623,3,,,3,,,0,0,0,0,0,1,1,5,1,-1,,,3|112|10000|4000|2,,,,,,,
205631,3,,,12,,,0,0,1,0,0,1,7,5,1,-1,,11|2,3|107|10000|750|5,,,,,,,
205632,3,,,12,,,0,0,1,0,0,1,7,5,1,-1,,11|2,3|107|10000|1000|5,,,,,,,
205633,3,,,12,,,0,0,1,0,0,1,7,5,1,-1,,11|2,3|107|10000|1250|5,,,,,,,
205641,3,,,20,,,0,0,0,1,0,1,1,5,1,-1,,,2|0|4000|0,,,3|302|10000|0|1,,,,
205642,3,,,20,,,0,0,0,1,0,1,1,5,1,-1,,,2|0|5000|0,,,3|302|10000|0|1,,,,
205643,3,,,20,,,0,0,0,1,0,1,1,5,1,-1,,,2|0|6000|0,,,3|302|10000|0|1,,,,
205721,3,"11,1400,20,1400",,1,,,0,0,0,0,0,1,1,5,1,-1,,,3|1002|10000|0|30,,,,,,,
205722,3,"11,1950,20,1950",,1,,,0,0,0,0,0,1,1,5,1,-1,,,3|1002|10000|0|30,,,,,,,
205723,3,"11,2500,20,2500",,1,,,0,0,0,0,0,1,1,5,1,-1,,,3|1002|10000|0|30,,,,,,,
205731,3,,,7,,,0,0,2,0,0,1,7,1,1,-1,,11|2,3|107|10000|750|3,,,,,,,
205732,3,,,7,,,0,0,2,0,0,1,7,1,1,-1,,11|2,3|107|10000|1000|3,,,,,,,
205733,3,,,7,,,0,0,2,0,0,1,7,1,1,-1,,11|2,3|107|10000|1250|3,,,,,,,
205741,3,,,2,,,0,0,0,0,0,2,1,6,1,-1,,,3|2|10000|4000|2,,,3|223|10000|-6000|3,,,,
205742,3,,,2,,,0,0,0,0,0,2,1,6,1,-1,,,3|2|10000|5000|2,,,3|223|10000|-7500|3,,,,
205743,3,,,2,,,0,0,0,0,0,2,1,6,1,-1,,,3|2|10000|6000|2,,,3|223|10000|-8000|3,,,,
205821,3,,,12,,,0,0,0,0,0,1,1,5,1,-1,,13|2,2|0|1000|0,,,3|1001|10000|0|1,,,,
205822,3,,,12,,,0,0,0,0,0,1,1,5,1,-1,,13|2,2|0|1350|0,,,3|1001|10000|0|1,,,,
205823,3,,,12,,,0,0,0,0,0,1,1,5,1,-1,,13|2,2|0|1700|0,,,3|1001|10000|0|1,,,,
205831,3,,,12,,,0,0,0,0,0,1,1,5,1,-1,,13|2,3|124|10000|1600|3,,13|2,3|112|10000|1600|3,,,,
205832,3,,,12,,,0,0,0,0,0,1,1,5,1,-1,,13|2,3|124|10000|2000|3,,13|2,3|112|10000|2000|3,,,,
205833,3,,,12,,,0,0,0,0,0,1,1,5,1,-1,,13|2,3|124|10000|2400|3,,13|2,3|112|10000|2400|3,,,,
205921,3,"9,800,12,800",,1,,,0,0,0,0,0,1,1,5,1,-1,,,3|1004|10000|0|30,,,,,,,
205922,3,"9,1200,12,1200",,1,,,0,0,0,0,0,1,1,5,1,-1,,,3|1004|10000|0|30,,,,,,,
205923,3,"9,1600,12,1600",,1,,,0,0,0,0,0,1,1,5,1,-1,,,3|1004|10000|0|30,,,,,,,
205931,3,,,6,,,0,0,0,0,0,2,1,6,1,-1,,,3|2|10000|2000|2,,,,,,,
205932,3,,,6,,,0,0,0,0,0,2,1,6,1,-1,,,3|2|10000|2600|2,,,,,,,
205933,3,,,6,,,0,0,0,0,0,2,1,6,1,-1,,,3|2|10000|3200|2,,,,,,,
205941,3,,,20,,,0,0,0,1,0,1,7,5,1,-1,,,2|0|3000|0,,,3|302|10000|0|1,,,,
205942,3,,,20,,,0,0,0,1,0,1,7,5,1,-1,,,2|0|3500|0,,,3|302|10000|0|1,,,,
205943,3,,,20,,,0,0,0,1,0,1,7,5,1,-1,,,2|0|4000|0,,,3|302|10000|0|1,,,,
205951,3,,,1,,,0,0,0,0,0,1,1,5,1,-1,,,3|1002|10000|0|30,,,,,,,
305121,3,,,3,,,0,0,0,0,0,2,1,6,1,-1,,,3|5|3000|0|3,,,,,,,
305122,3,,,3,,,0,0,0,0,0,2,1,6,1,-1,,,3|5|4000|0|3,,,,,,,
305123,3,,,3,,,0,0,0,0,0,2,1,6,1,-1,,,3|5|5000|0|3,,,,,,,
305131,3,,,1,,,0,0,0,0,0,1,7,5,1,-1,,11|3,3|101|10000|1500|3,,11|3,3|103|10000|1500|3,,,,
305132,3,,,1,,,0,0,0,0,0,1,7,5,1,-1,,11|3,3|101|10000|2000|3,,11|3,3|103|10000|2000|3,,,,
305133,3,,,1,,,0,0,0,0,0,1,7,5,1,-1,,11|3,3|101|10000|2500|3,,11|3,3|103|10000|2500|3,,,,
305141,3,,1,4,,2|5,0,0,0,0,0,1,1,5,1,-1,,,5|15|8000,,,,,,,
305142,3,,1,4,,2|5,0,0,0,0,0,1,1,5,1,-1,,,5|15|10000,,,,,,,
305143,3,,1,4,,2|5,0,0,0,0,0,1,1,5,1,-1,,,5|15|12000,,,,,,,
305221,3,"24,1500",,1,,,0,0,0,0,0,1,1,5,1,-1,,,3|1006|10000|0|30,,,,,,,
305222,3,"24,3000",,1,,,0,0,0,0,0,1,1,5,1,-1,,,3|1006|10000|0|30,,,,,,,
305223,3,"24,4500",,1,,,0,0,0,0,0,1,1,5,1,-1,,,3|1006|10000|0|30,,,,,,,
305231,3,,,2,,,0,0,0,0,0,1,1,5,1,-1,,,3|111|10000|1500|5,,,9|20|0|10000,,,,
305232,3,,,2,,,0,0,0,0,0,1,1,5,1,-1,,,3|111|10000|3000|5,,,9|20|0|10000,,,,
305233,3,,,2,,,0,0,0,0,0,1,1,5,1,-1,,,3|111|10000|4500|5,,,9|20|0|10000,,,,
305241,3,,1,4,,2|6,0,0,0,0,0,1,1,5,1,-1,,,5|15|8000,,,,,,,
305242,3,,1,4,,2|6,0,0,0,0,0,1,1,5,1,-1,,,5|15|10000,,,,,,,
305243,3,,1,4,,2|6,0,0,0,0,0,1,1,5,1,-1,,,5|15|12000,,,,,,,
305321,3,,,1,,,0,0,0,0,0,1,1,5,1,-1,,,10|0|3500,,,3|1002|10000|0|30,,,,
305322,3,,,1,,,0,0,0,0,0,1,1,5,1,-1,,,10|0|5000,,,3|1002|10000|0|30,,,,
305323,3,,,1,,,0,0,0,0,0,1,1,5,1,-1,,,10|0|6500,,,3|1002|10000|0|30,,,,
305331,3,,1,4,3|7000,,0,0,0,0,0,1,1,5,1,-1,,,5|15|6000,,,,,,,
305332,3,,1,4,3|7000,,0,0,0,0,0,1,1,5,1,-1,,,5|15|7500,,,,,,,
305333,3,,1,4,3|7000,,0,0,0,0,0,1,1,5,1,-1,,,5|15|9000,,,,,,,
305421,3,"32,2800",,,,,0,,,,,,,,,,,,,,,,,,,
305422,3,"32,4200",,,,,0,,,,,,,,,,,,,,,,,,,
305423,3,"32,5600",,,,,0,,,,,,,,,,,,,,,,,,,
305431,3,,,1,,,0,0,0,0,0,1,7,5,1,-1,,11|3,10|4500|0,,11|3,3|116|10000|2700|3,,,,
305432,3,,,1,,,0,0,0,0,0,1,7,5,1,-1,,11|3,10|6000|0,,11|3,3|116|10000|3600|3,,,,
305433,3,,,1,,,0,0,0,0,0,1,7,5,1,-1,,11|3,10|7500|0,,11|3,3|116|10000|4500|3,,,,
305441,3,,,1,,,0,0,0,0,0,1,7,5,1,-1,,,3|107|10000|1000|3,,,3|112|10000|1600|3,,,,
305442,3,,,1,,,0,0,0,0,0,1,7,5,1,-1,,,3|107|10000|1300|3,,,3|112|10000|2000|3,,,,
305443,3,,,1,,,0,0,0,0,0,1,7,5,1,-1,,,3|107|10000|1600|3,,,3|112|10000|2400|3,,,,
305521,3,"31,1500",,1,,,0,0,0,0,0,1,1,5,1,-1,,,3|1001|10000|0|30,,,3|1003|10000|0|30,,,,
305522,3,"31,3000",,1,,,0,0,0,0,0,1,1,5,1,-1,,,3|1001|10000|0|30,,,3|1003|10000|0|30,,,,
305523,3,"31,4500",,1,,,0,0,0,0,0,1,1,5,1,-1,,,3|1001|10000|0|30,,,3|1003|10000|0|30,,,,
305531,3,,,1,,,0,0,0,0,0,1,1,5,1,-1,,,9|20|0|10000,,,3|107|10000|1000|3,,,,
305532,3,,,1,,,0,0,0,0,0,1,1,5,1,-1,,,9|20|0|10000,,,3|107|10000|3000|3,,,,
305533,3,,,1,,,0,0,0,0,0,1,1,5,1,-1,,,9|20|0|10000,,,3|107|10000|5000|3,,,,
305541,3,"9,800,12,800",1,4,,10|3,0,0,0,0,0,1,1,5,1,-1,,,5|15|5000,,,,,,,
305542,3,"9,1000,12,1000",1,4,,10|3,0,0,0,0,0,1,1,5,1,-1,,,5|15|6500,,,,,,,
305543,3,"9,1200,12,1200",1,4,,10|3,0,0,0,0,0,1,1,5,1,-1,,,5|15|8000,,,,,,,
305621,3,,,21,5|3000,,0,0,0,1,0,1,1,5,1,-1,,,2|0|3000|0,,,3|112|10000|3000|3,,,,
305622,3,,,21,5|3000,,0,0,0,1,0,1,1,5,1,-1,,,2|0|3700|0,,,3|112|10000|3700|3,,,,
305623,3,,,21,5|3000,,0,0,0,1,0,1,1,5,1,-1,,,2|0|4500|0,,,3|112|10000|4500|3,,,,
305631,3,,,11,,,0,0,0,0,0,1,1,5,1,-1,,,3|107|10000|1000|3,,,3|112|10000|1000|3,,,,
305632,3,,,11,,,0,0,0,0,0,1,1,5,1,-1,,,3|107|10000|1500|3,,,3|112|10000|1500|3,,,,
305633,3,,,11,,,0,0,0,0,0,1,1,5,1,-1,,,3|107|10000|2000|3,,,3|112|10000|2000|3,,,,
305721,3,"9,1400,12,1400",,1,,,0,0,0,0,0,1,1,5,1,-1,,,3|1004|10000|0|30,,,,,,,
305722,3,"9,1800,12,1800",,1,,,0,0,0,0,0,1,1,5,1,-1,,,3|1004|10000|0|30,,,,,,,
305723,3,"9,2200,12,2200",,1,,,0,0,0,0,0,1,1,5,1,-1,,,3|1004|10000|0|30,,,,,,,
405121,3,,,3,,,0,0,0,0,0,2,1,6,1,-1,,,3|212|10000|-3000|2,,,,,,,
405122,3,,,3,,,0,0,0,0,0,2,1,6,1,-1,,,3|212|10000|-4500|2,,,,,,,
405123,3,,,3,,,0,0,0,0,0,2,1,6,1,-1,,,3|212|10000|-6000|2,,,,,,,
405131,3,"19,3600",1,4,,1|3,0,0,0,0,0,1,1,5,1,-1,,,5|19|3600,,,,,,,
405132,3,"19,4500",1,4,,1|3,0,0,0,0,0,1,1,5,1,-1,,,5|19|4500,,,,,,,
405133,3,"19,5400",1,4,,1|3,0,0,0,0,0,1,1,5,1,-1,,,5|19|5400,,,,,,,
405221,3,"22,4000,30,4000",,,,,0,,,,,,,,,,,,,,,,,,,
405222,3,"22,4800,30,4800",,,,,0,,,,,,,,,,,,,,,,,,,
405223,3,"22,5600,30,5600",,,,,0,,,,,,,,,,,,,,,,,,,
405321,3,,1,17,,,0,0,0,0,0,1,1,5,1,-1,,,6|405351,,,,,,,
405322,3,,1,17,,,0,0,0,0,0,1,1,5,1,-1,,,6|405352,,,,,,,
405323,3,,1,17,,,0,0,0,0,0,1,1,5,1,-1,,,6|405353,,,,,,,
405331,3,,,1,,,0,0,0,0,0,1,7,5,1,-1,,,3|103|10000|1500|5,,,,,,,
405332,3,,,1,,,0,0,0,0,0,1,7,5,1,-1,,,3|103|10000|2000|5,,,,,,,
405333,3,,,1,,,0,0,0,0,0,1,7,5,1,-1,,,3|103|10000|2500|5,,,,,,,
405341,3,,,1,,,0,0,0,0,0,2,7,1,1,-1,,1|1,3|207|10000|-1600|5,,,,,,,
405342,3,,,1,,,0,0,0,0,0,2,7,1,1,-1,,1|1,3|207|10000|-2150|5,,,,,,,
405343,3,,,1,,,0,0,0,0,0,2,7,1,1,-1,,1|1,3|207|10000|-2700|5,,,,,,,
405421,3,"9,900,10,1500,12,900,13,1500",,,,,0,,,,,,,,,,,,,,,,,,,
405422,3,"9,1200,10,2000,12,1200,13,2000",,,,,0,,,,,,,,,,,,,,,,,,,
405423,3,"9,1500,10,2500,12,1500,13,2500",,,,,0,,,,,,,,,,,,,,,,,,,
405431,3,,,6,,,0,0,0,0,0,2,1,6,1,-1,,,3|226|10000|-6000|3,,,,,,,
405432,3,,,6,,,0,0,0,0,0,2,1,6,1,-1,,,3|226|10000|-7500|3,,,,,,,
405433,3,,,6,,,0,0,0,0,0,2,1,6,1,-1,,,3|226|10000|-9000|3,,,,,,,
405521,3,,,1,,,0,0,0,0,0,1,1,8,2,-1,,,4|4501|1000|-9000,,,,,,,
405522,3,,,1,,,0,0,0,0,0,1,1,8,2,-1,,,4|4501|2000|-8000,,,,,,,
405523,3,,,1,,,0,0,0,0,0,1,1,8,2,-1,,,4|4501|3000|-7000,,,,,,,
405531,3,,,1,,,0,0,0,0,0,1,7,5,1,-1,,11|4,9|10|0|10000,,11|4,3|112|10000|1000|3,,,,
405532,3,,,1,,,0,0,0,0,0,1,7,5,1,-1,,11|4,9|10|0|10000,,11|4,3|112|10000|2000|3,,,,
405533,3,,,1,,,0,0,0,0,0,1,7,5,1,-1,,11|4,9|10|0|10000,,11|4,3|112|10000|3000|3,,,,
405541,3,,,12,,,0,0,0,0,0,1,1,5,1,-1,,,9|10|0|10000,,6|10000,2|0|300|0,,,3|1002|10000|0|1,
405542,3,,,12,,,0,0,0,0,0,1,1,5,1,-1,,,9|10|0|10000,,6|10000,2|0|600|0,,,3|1002|10000|0|1,
405543,3,,,12,,,0,0,0,0,0,1,1,5,1,-1,,,9|10|0|10000,,6|10000,2|0|900|0,,,3|1002|10000|0|1,
405621,3,"11,1100,20,1100",,1,,,0,0,0,0,0,1,1,5,1,-1,,,3|1002|10000|0|30,,,3|1008|10000|0|30,,,,
405622,3,"11,1650,20,1650",,1,,,0,0,0,0,0,1,1,5,1,-1,,,3|1002|10000|0|30,,,3|1008|10000|0|30,,,,
405623,3,"11,2200,20,2200",,1,,,0,0,0,0,0,1,1,5,1,-1,,,3|1002|10000|0|30,,,3|1008|10000|0|30,,,,
405631,3,,,1,,,0,0,0,0,0,1,7,5,1,-1,,11|4,3|111|10000|2700|5,,,,,,,
405632,3,,,1,,,0,0,0,0,0,1,7,5,1,-1,,11|4,3|111|10000|3600|5,,,,,,,
405633,3,,,1,,,0,0,0,0,0,1,7,5,1,-1,,11|4,3|111|10000|4500|5,,,,,,,
405641,3,,,1,,,0,0,0,0,0,1,1,8,2,-1,,,4|4502|3000|-7000,,,,,,,
405642,3,,,1,,,0,0,0,0,0,1,1,8,2,-1,,,4|4502|4000|-6000,,,,,,,
405643,3,,,1,,,0,0,0,0,0,1,1,8,2,-1,,,4|4502|5000|-5000,,,,,,,
405921,3,"14,1500,9,1500",,,,,0,,,,,,,,,,,,,,,,,,,
405922,3,"14,2000,9,2000",,,,,0,,,,,,,,,,,,,,,,,,,
405923,3,"14,2500,9,2500",,,,,0,,,,,,,,,,,,,,,,,,,
405931,3,,,7,5|3000,,1,1,0,1,1,2,1,6,1,0,,,1|20000|0|0,,,3|6|3500|0|2,,,,
405932,3,,,7,5|3000,,1,1,0,1,1,2,1,6,1,0,,,1|25000|0|0,,,3|6|3500|0|2,,,,
405933,3,,,7,5|3000,,1,1,0,1,1,2,1,6,1,0,,,1|30000|0|0,,,3|6|3500|0|2,,,,
505121,3,,,1,,,0,0,0,0,0,1,1,5,1,-1,,,10|0|3000,,,,,,,
505122,3,,,1,,,0,0,0,0,0,1,1,5,1,-1,,,10|0|4500,,,,,,,
505123,3,,,1,,,0,0,0,0,0,1,1,5,1,-1,,,10|0|6000,,,,,,,
505131,3,,1,17,,,0,0,0,0,0,1,1,5,1,-1,,,6|505151,,,,,,,
505132,3,,1,17,,,0,0,0,0,0,1,1,5,1,-1,,,6|505152,,,,,,,
505133,3,,1,17,,,0,0,0,0,0,1,1,5,1,-1,,,6|505153,,,,,,,
505141,3,,,12,,,0,0,0,0,0,1,1,5,1,-1,,,10|0|1200,,,,,,,
505142,3,,,12,,,0,0,0,0,0,1,1,5,1,-1,,,10|0|1500,,,,,,,
505143,3,,,12,,,0,0,0,0,0,1,1,5,1,-1,,,10|0|1800,,,,,,,
505221,3,,,3,,,0,0,0,0,0,2,1,6,1,-1,,,9|-10|10|4000,,,,,,,
505222,3,,,3,,,0,0,0,0,0,2,1,6,1,-1,,,9|-10|10|6000,,,,,,,
505223,3,,,3,,,0,0,0,0,0,2,1,6,1,-1,,,9|-10|10|8000,,,,,,,
505231,3,,,1,,,0,0,0,0,0,1,1,5,1,-1,,,9|20|0|10000,,,3|101|10000|500|5,,,,
505232,3,,,1,,,0,0,0,0,0,1,1,5,1,-1,,,9|20|0|10000,,,3|101|10000|1500|5,,,,
505233,3,,,1,,,0,0,0,0,0,1,1,5,1,-1,,,9|20|0|10000,,,3|101|10000|2500|5,,,,
505241,3,,,10,,,0,0,1,0,0,1,1,5,1,-1,,,8|1,,,3|102|10000|4000|3,,,,
505242,3,,,10,,,0,0,1,0,0,1,1,5,1,-1,,,8|1,,,3|102|10000|6000|3,,,,
505243,3,,,10,,,0,0,1,0,0,1,1,5,1,-1,,,8|1,,,3|102|10000|8000|3,,,,
505321,3,,,19,,,0,0,0,0,0,1,1,5,1,-1,,,2|0|2400|0,,,3|107|10000|2400|3,,,,
505322,3,,,19,,,0,0,0,0,0,1,1,5,1,-1,,,2|0|3200|0,,,3|107|10000|3200|3,,,,
505323,3,,,19,,,0,0,0,0,0,1,1,5,1,-1,,,2|0|4000|0,,,3|107|10000|4000|3,,,,
505331,3,,1,17,,,0,0,0,0,0,1,1,5,1,-1,,,6|505351,,,,,,,
505332,3,,1,17,,,0,0,0,0,0,1,1,5,1,-1,,,6|505352,,,,,,,
505333,3,,1,17,,,0,0,0,0,0,1,1,5,1,-1,,,6|505353,,,,,,,
505421,3,"20,3000",1,4,,10|1,0,0,0,0,0,1,1,5,1,-1,,,5|15|5000,,,,,,,
505422,3,"20,3500",1,4,,10|1,0,0,0,0,0,1,1,5,1,-1,,,5|15|6500,,,,,,,
505423,3,"20,4000",1,4,,10|1,0,0,0,0,0,1,1,5,1,-1,,,5|15|8000,,,,,,,
505521,3,,,12,,,0,0,0,0,0,1,1,5,1,-1,,,10|0|1000,,,,,,,
505522,3,,,12,,,0,0,0,0,0,1,1,5,1,-1,,,10|0|1500,,,,,,,
505523,3,,,12,,,0,0,0,0,0,1,1,5,1,-1,,,10|0|2000,,,,,,,
505531,3,,,1,,,0,0,0,0,0,1,7,5,1,-1,,11|5,3|107|10000|1800|3,,11|5,3|106|10000|1800|3,,,,
505532,3,,,1,,,0,0,0,0,0,1,7,5,1,-1,,11|5,3|107|10000|2400|3,,11|5,3|106|10000|2400|3,,,,
505533,3,,,1,,,0,0,0,0,0,1,7,5,1,-1,,11|5,3|107|10000|3000|3,,11|5,3|106|10000|3000|3,,,,
505541,3,,,12,24|2,,1,0,0,0,2,2,4,4,1,0,,,1|5000|0|0,,,3|6|3000|0|1,,,,
505542,3,,,12,24|2,,1,0,0,0,2,2,4,4,1,0,,,1|5000|0|0,,,3|6|4000|0|1,,,,
505543,3,,,12,24|2,,1,0,0,0,2,2,4,4,1,0,,,1|5000|0|0,,,3|6|5000|0|1,,,,
505621,3,,,12,,,0,0,0,0,0,1,1,5,1,-1,,,3|101|10000|660|5,,,3|112|10000|660|5,,,,
505622,3,,,12,,,0,0,0,0,0,1,1,5,1,-1,,,3|101|10000|880|5,,,3|112|10000|880|5,,,,
505623,3,,,12,,,0,0,0,0,0,1,1,5,1,-1,,,3|101|10000|1100|5,,,3|112|10000|1100|5,,,,
505631,3,,,1,,,0,0,0,0,0,1,7,5,1,-1,,11|5,3|101|10000|900|5,,11|5,3|112|10000|900|5,,,,
505632,3,,,1,,,0,0,0,0,0,1,7,5,1,-1,,11|5,3|101|10000|1200|5,,11|5,3|112|10000|1200|5,,,,
505633,3,,,1,,,0,0,0,0,0,1,7,5,1,-1,,11|5,3|101|10000|1500|5,,11|5,3|112|10000|1500|5,,,,
505641,3,"15,1600,10,1600",1,4,,1|4,0,0,0,0,0,1,1,5,1,-1,,,5|15|6000,,,,,,,
505642,3,"15,2000,10,2000",1,4,,1|4,0,0,0,0,0,1,1,5,1,-1,,,5|15|7500,,,,,,,
505643,3,"15,2400,10,2400",1,4,,1|4,0,0,0,0,0,1,1,5,1,-1,,,5|15|9000,,,,,,,
505821,3,"15,1650,32,1650",,,,,0,,,,,,,,,,,,,,,,,,,
505822,3,"15,2200,32,2200",,,,,0,,,,,,,,,,,,,,,,,,,
505823,3,"15,2750,32,2750",,,,,0,,,,,,,,,,,,,,,,,,,
505831,3,,,21,5|3000,,0,0,0,1,0,1,1,5,1,-1,,,2|0|3700|0,,,3|112|10000|3700|3,,,,
505832,3,,,21,5|3000,,0,0,0,1,0,1,1,5,1,-1,,,2|0|4500|0,,,3|107|10000|4500|3,,,,
505833,3,,,21,5|3000,,0,0,0,1,0,1,1,5,1,-1,,,2|0|5300|0,,,3|107|10000|5300|3,,,,
605121,3,,,3,,,0,0,0,0,0,2,1,6,1,-1,,,3|4|2000|0|3,,,,,,,
605122,3,,,3,,,0,0,0,0,0,2,1,6,1,-1,,,3|4|3000|0|3,,,,,,,
605123,3,,,3,,,0,0,0,0,0,2,1,6,1,-1,,,3|4|4000|0|3,,,,,,,
605131,3,,,1,,,0,0,0,0,0,1,7,5,1,-1,,,3|101|10000|800|3,,,3|104|10000|800|3,,,,
605132,3,,,1,,,0,0,0,0,0,1,7,5,1,-1,,,3|101|10000|1100|3,,,3|104|10000|1100|3,,,,
605133,3,,,1,,,0,0,0,0,0,1,7,5,1,-1,,,3|101|10000|1400|3,,,3|104|10000|1400|3,,,,
605141,3,,,14,,12|5,0,0,0,0,0,1,1,5,1,-1,,,2|0|3200|0,,,3|107|10000|3200|3,,,,
605142,3,,,14,,12|5,0,0,0,0,0,1,1,5,1,-1,,,2|0|4000|0,,,3|107|10000|4000|3,,,,
605143,3,,,14,,12|5,0,0,0,0,0,1,1,5,1,-1,,,2|0|4800|0,,,3|107|10000|4800|3,,,,
605221,3,"25,3000",,,,,0,,,,,,,,,,,,,,,,,,,
605222,3,"25,4000",,,,,0,,,,,,,,,,,,,,,,,,,
605223,3,"25,5000",,,,,0,,,,,,,,,,,,,,,,,,,
605231,3,,1,4,5|5000,,0,0,0,0,0,1,1,5,1,-1,,,5|15|6000,,,,,,,
605232,3,,1,4,5|5000,,0,0,0,0,0,1,1,5,1,-1,,,5|15|7500,,,,,,,
605233,3,,1,4,5|5000,,0,0,0,0,0,1,1,5,1,-1,,,5|15|9000,,,,,,,
605321,3,,,11,,,1,1,0,0,2,2,1,6,1,0,,,1|10000|0|0,,,,,,,
605322,3,,,11,,,1,1,0,0,2,2,1,6,1,0,,,1|12000|0|0,,,,,,,
605323,3,,,11,,,1,1,0,0,2,2,1,6,1,0,,,1|14000|0|0,,,,,,,
605421,3,,,1,,,0,0,0,0,0,1,7,5,1,-1,,11|6,3|104|10000|750|10,,11|6,3|112|10000|750|10,,,,
605422,3,,,1,,,0,0,0,0,0,1,7,5,1,-1,,11|6,3|104|10000|1000|10,,11|6,3|112|10000|1000|10,,,,
605423,3,,,1,,,0,0,0,0,0,1,7,5,1,-1,,11|6,3|104|10000|1250|10,,11|6,3|112|10000|1250|10,,,,
605431,3,"32,3000",1,4,,10|2,0,0,0,0,0,1,1,5,1,-1,,,5|15|5000,,,,,,,
605432,3,"32,3500",1,4,,10|2,0,0,0,0,0,1,1,5,1,-1,,,5|15|6500,,,,,,,
605433,3,"32,4000",1,4,,10|2,0,0,0,0,0,1,1,5,1,-1,,,5|15|8000,,,,,,,
605521,3,,,1,,,0,0,0,0,0,1,1,5,1,-1,,,8|2,,,3|106|10000|1000|3,,,,
605522,3,,,1,,,0,0,0,0,0,1,1,5,1,-1,,,8|2,,,3|106|10000|3000|3,,,,
605523,3,,,1,,,0,0,0,0,0,1,1,5,1,-1,,,8|2,,,3|106|10000|5000|3,,,,
605531,3,,,7,,,1,1,1,0,1,2,1,6,1,0,,,1|8000|0|0,,,,,,,
605532,3,,,7,,,1,1,1,0,1,2,1,6,1,0,,,1|10000|0|0,,,,,,,
605533,3,,,7,,,1,1,1,0,1,2,1,6,1,0,,,1|12000|0|0,,,,,,,
605621,3,"15,1500,20,1500",,13,,,0,0,0,0,0,1,7,5,1,-1,,11|6,3|107|10000|1500|5,,11|6,3|112|10000|1500|5,,,,
605622,3,"15,1750,20,1750",,13,,,0,0,0,0,0,1,7,5,1,-1,,11|6,3|107|10000|1750|5,,11|6,3|112|10000|1750|5,,,,
605623,3,"15,2000,20,2000",,13,,,0,0,0,0,0,1,7,5,1,-1,,11|6,3|107|10000|2000|5,,11|6,3|112|10000|2000|5,,,,
605721,3,,,2,,,0,0,0,0,0,2,1,6,1,-1,,10|2,3|112|10000|3000|3,,,,,,,
605722,3,,,2,,,0,0,0,0,0,2,1,6,1,-1,,10|2,3|112|10000|4000|3,,,,,,,
605723,3,,,2,,,0,0,0,0,0,2,1,6,1,-1,,10|2,3|112|10000|5000|3,,,,,,,
605731,3,,,2,,,0,0,0,0,0,2,1,6,1,-1,,10|1,3|107|10000|3000|3,,,,,,,
605732,3,,,2,,,0,0,0,0,0,2,1,6,1,-1,,10|1,3|107|10000|4000|3,,,,,,,
605733,3,,,2,,,0,0,0,0,0,2,1,6,1,-1,,10|1,3|107|10000|5000|3,,,,,,,
605741,3,,,2,,,0,0,0,0,0,2,1,6,1,-1,,21|2,3|107|10000|3000|3,,21|2,3|112|10000|3000|3,,21|2,8|2,
605742,3,,,2,,,0,0,0,0,0,2,1,6,1,-1,,21|2,3|107|10000|4500|3,,21|2,3|112|10000|4500|3,,21|2,8|2,
605743,3,,,2,,,0,0,0,0,0,2,1,6,1,-1,,21|2,3|107|10000|6000|3,,21|2,3|112|10000|6000|3,,21|2,8|2,
700001,3,"11,1100,20,1100",,,,,0,,,,,,,,,,,,,,,,,,,
