DropGroupID,DropItemID,Weight,Min,Max
100082,6,146880,1,3
100083,12002,342000,1,1
100083,12004,68400,1,1
100083,13,100000,2,4
100083,4,163200,1,3
100083,5,179520,1,3
100083,6,146880,1,3
100084,13002,342000,1,1
100084,13004,68400,1,1
100084,13,100000,2,4
100084,4,163200,1,3
100084,5,179520,1,3
100084,6,146880,1,3
100085,57016,9456,1,1
100085,57006,50433,1,1
100085,10002,85500,1,1
100085,10004,17100,1,1
100085,11002,85500,1,1
100085,11004,17100,1,1
100085,12002,85500,1,1
100085,12004,17100,1,1
100085,13002,85500,1,1
100085,13004,17100,1,1
100085,13,100000,2,4
100085,4,143237,2,4
100085,5,157561,2,4
100085,6,128913,2,4
100086,10002,360000,1,1
100086,10004,72000,1,1
100086,13,100000,2,4
100086,4,156000,2,3
100086,5,171600,2,3
100086,6,140400,2,3
100087,11002,360000,1,1
100087,11004,72000,1,1
100087,13,100000,2,4
100087,4,156000,2,3
100087,5,171600,2,3
100087,6,140400,2,3
100088,12002,360000,1,1
100088,12004,72000,1,1
100088,13,100000,2,4
100088,4,156000,2,3
100088,5,171600,2,3
100088,6,140400,2,3
100089,13002,360000,1,1
100089,13004,72000,1,1
100089,13,100000,2,4
100089,4,156000,2,3
100089,5,171600,2,3
100089,6,140400,2,3
100090,57011,9625,1,1
100090,57001,51333,1,1
100090,10002,90000,1,1
100090,10004,18000,1,1
100090,11002,90000,1,1
100090,11004,18000,1,1
100090,12002,90000,1,1
100090,12004,18000,1,1
100090,13002,90000,1,1
100090,13004,18000,1,1
100090,13,100000,2,4
100090,4,135681,2,4
100090,5,149249,2,4
100090,6,122113,2,4
100091,10002,378000,1,1
100091,10004,75600,1,1
100091,13,100000,2,4
100091,15001,5000,1,1
100091,14,30000,1,1
100091,4,137133,2,4
100091,5,150846,2,4
100091,6,123420,2,4
100092,11002,378000,1,1
100092,11004,75600,1,1
100092,13,100000,2,4
100092,15001,5000,1,1
100092,14,30000,1,1
100092,4,137133,2,4
100092,5,150846,2,4
100092,6,123420,2,4
100093,12002,378000,1,1
100093,12004,75600,1,1
100093,13,100000,2,4
100093,15001,5000,1,1
100093,14,30000,1,1
100093,4,137133,2,4
100093,5,150846,2,4
100093,6,123420,2,4
100094,13002,378000,1,1
100094,13004,75600,1,1
100094,13,100000,2,4
100094,15001,5000,1,1
100094,14,30000,1,1
100094,4,137133,2,4
100094,5,150846,2,4
100094,6,123420,2,4
100095,57012,9793,1,1
100095,57002,52233,1,1
100095,10002,94500,1,1
100095,10004,18900,1,1
100095,11002,94500,1,1
100095,11004,18900,1,1
100095,12002,94500,1,1
100095,12004,18900,1,1
100095,13002,94500,1,1
100095,13004,18900,1,1
100095,13,100000,2,4
100095,15011,5000,1,1
100095,14,30000,1,1
100095,4,116458,2,5
100095,5,128104,2,5
100095,6,104812,2,5
100096,10002,396000,1,1
100096,10004,79200,1,1
100096,13,100000,2,5
100096,15011,5000,1,1
100096,14,30000,1,1
100096,4,129933,2,5
100096,5,142926,2,5
100096,6,116940,2,5
100097,11002,396000,1,1
100097,11004,79200,1,1
100097,13,100000,2,5
100097,15011,5000,1,1
100097,14,30000,1,1
100097,4,129933,2,5
100097,5,142926,2,5
100097,6,116940,2,5
100098,12002,396000,1,1
100098,12004,79200,1,1
100098,13,100000,2,5
100098,15011,5000,1,1
100098,14,30000,1,1
100098,4,129933,2,5
100098,5,142926,2,5
100098,6,116940,2,5
100099,13002,396000,1,1
100099,13004,79200,1,1
100099,13,100000,2,5
100099,15011,5000,1,1
100099,14,30000,1,1
100099,4,129933,2,5
100099,5,142926,2,5
100099,6,116940,2,5
100100,57013,9962,1,1
100100,57003,53133,1,1
100100,10002,99000,1,1
100100,10004,19800,1,1
100100,11002,99000,1,1
100100,11004,19800,1,1
100100,12002,99000,1,1
100100,12004,19800,1,1
100100,13002,99000,1,1
100100,13004,19800,1,1
100100,13,100000,2,5
100100,15021,5000,1,1
100100,14,30000,1,1
100100,4,108902,3,6
100100,5,119792,3,6
100100,6,98012,3,6
100101,10002,414000,1,1
100101,10004,82800,1,1
100101,13,100000,2,5
100101,15021,5000,1,1
100101,14,30000,1,1
100101,4,122733,2,5
100101,5,135006,2,5
100101,6,110460,2,5
100102,11002,414000,1,1
100102,11004,82800,1,1
100102,13,100000,2,5
100102,15021,5000,1,1
100102,14,30000,1,1
100102,4,122733,2,5
100102,5,135006,2,5
100102,6,110460,2,5
100103,12002,414000,1,1
100103,12004,82800,1,1
100103,13,100000,2,5
100103,15021,5000,1,1
100103,14,30000,1,1
100103,4,122733,2,5
100103,5,135006,2,5
100103,6,110460,2,5
100104,13002,414000,1,1
100104,13004,82800,1,1
100104,13,100000,2,5
100104,15021,5000,1,1
100104,14,30000,1,1
100104,4,122733,2,5
100104,5,135006,2,5
100104,6,110460,2,5
100105,57014,10131,1,1
100105,57004,54033,1,1
100105,10002,103500,1,1
100105,10004,20700,1,1
100105,11002,103500,1,1
100105,11004,20700,1,1
100105,12002,103500,1,1
100105,12004,20700,1,1
100105,13002,103500,1,1
100105,13004,20700,1,1
100105,13,100000,2,5
100105,15031,5000,1,1
100105,14,30000,1,1
100105,4,101345,3,6
100105,5,111480,3,6
100105,6,91211,3,6
100106,10002,432000,1,1
100106,10004,86400,1,1
100106,13,100000,3,5
100106,15031,5000,1,1
100106,14,30000,1,1
100106,4,115533,3,6
100106,5,127086,3,6
100106,6,103980,3,6
100107,11002,432000,1,1
100107,11004,86400,1,1
100107,13,100000,3,5
100107,15031,5000,1,1
100107,14,30000,1,1
100107,4,115533,3,6
100107,5,127086,3,6
100107,6,103980,3,6
100108,12002,432000,1,1
100108,12004,86400,1,1
100108,13,100000,3,5
100108,15031,5000,1,1
100108,14,30000,1,1
100108,4,115533,3,6
100108,5,127086,3,6
100108,6,103980,3,6
100109,13002,432000,1,1
100109,13004,86400,1,1
100109,13,100000,3,5
100109,15031,5000,1,1
100109,14,30000,1,1
100109,4,115533,3,6
100109,5,127086,3,6
100109,6,103980,3,6
100110,57015,10300,1,1
100110,57005,54933,1,1
100110,10002,108000,1,1
100110,10004,21600,1,1
100110,11002,108000,1,1
100110,11004,21600,1,1
100110,12002,108000,1,1
100110,12004,21600,1,1
100110,13002,108000,1,1
100110,13004,21600,1,1
100110,13,100000,3,5
100110,15041,5000,1,1
100110,14,30000,1,1
100110,4,93789,3,7
100110,5,103168,3,7
100110,6,84410,3,7
100111,10002,450000,1,1
100111,10005,45000,1,1
100111,13,100000,3,5
100111,15041,5000,1,1
100111,14,30000,1,1
100111,4,123333,3,5
100111,5,135666,3,5
100111,6,111000,3,5
100112,11002,450000,1,1
100112,11005,45000,1,1
100112,13,100000,3,5
100112,15041,5000,1,1
100112,14,30000,1,1
100112,4,123333,3,5
100112,5,135666,3,5
100112,6,111000,3,5
100113,12002,450000,1,1
100113,12005,45000,1,1
100113,13,100000,3,5
100113,15041,5000,1,1
100113,14,30000,1,1
100113,4,123333,3,5
100113,5,135666,3,5
100113,6,111000,3,5
100114,13002,450000,1,1
100114,13005,45000,1,1
100114,13,100000,3,5
100114,15041,5000,1,1
100114,14,30000,1,1
100114,4,123333,3,5
100114,5,135666,3,5
100114,6,111000,3,5
100115,57016,10468,1,1
100115,57006,27916,2,2
100115,10002,112500,1,1
100115,10005,11250,1,1
100115,11002,112500,1,1
100115,11005,11250,1,1
100115,12002,112500,1,1
100115,12005,11250,1,1
100115,13002,112500,1,1
100115,13005,11250,1,1
100115,13,100000,3,5
100115,15051,5000,1,1
100115,14,30000,1,1
100115,4,110539,3,6
100115,5,121593,3,6
100115,6,99485,3,6
100116,10002,468000,1,1
100116,10005,46800,1,1
100116,13,100000,3,6
100116,15051,5000,1,1
100116,14,30000,1,1
100116,4,116733,3,6
100116,5,128406,3,6
100116,6,105060,3,6
100117,11002,468000,1,1
100117,11005,46800,1,1
100117,13,100000,3,6
100117,15051,5000,1,1
100117,14,30000,1,1
100117,4,116733,3,6
100117,5,128406,3,6
100117,6,105060,3,6
100118,12002,468000,1,1
100118,12005,46800,1,1
100118,13,100000,3,6
100118,15051,5000,1,1
100118,14,30000,1,1
100118,4,116733,3,6
100118,5,128406,3,6
100118,6,105060,3,6
100119,13002,468000,1,1
100119,13005,46800,1,1
100119,13,100000,3,6
100119,15051,5000,1,1
100119,14,30000,1,1
100119,4,116733,3,6
100119,5,128406,3,6
100119,6,105060,3,6
100120,57011,10637,1,1
100120,57001,28366,2,2
100120,10002,117000,1,1
100120,10005,11700,1,1
100120,11002,117000,1,1
100120,11005,11700,1,1
100120,12002,117000,1,1
100120,12005,11700,1,1
100120,13002,117000,1,1
100120,13005,11700,1,1
100120,13,100000,3,6
100120,15001,5000,1,1
100120,14,30000,1,1
100120,4,103732,3,7
100120,5,114105,3,7
100120,6,93359,3,7
100121,10003,243000,1,1
100121,10005,48600,1,1
100121,13,100000,3,6
100121,15001,5000,1,1
100121,14,30000,1,1
100121,4,191133,2,3
100121,5,210246,2,3
100121,6,172020,2,3
100122,11003,243000,1,1
100122,11005,48600,1,1
100122,13,100000,3,6
100122,15001,5000,1,1
100122,14,30000,1,1
100122,4,191133,2,3
100122,5,210246,2,3
100122,6,172020,2,3
100123,12003,243000,1,1
100123,12005,48600,1,1
100123,13,100000,3,6
100123,15001,5000,1,1
100123,14,30000,1,1
100123,4,191133,2,3
100123,5,210246,2,3
100123,6,172020,2,3
100124,13003,243000,1,1
100124,13005,48600,1,1
100124,13,100000,3,6
100124,15001,5000,1,1
100124,14,30000,1,1
100124,4,191133,2,3
100124,5,210246,2,3
100124,6,172020,2,3
100125,57012,10806,1,1
100125,57002,28816,2,2
100125,10003,60750,1,1
100125,10005,12150,1,1
100125,11003,60750,1,1
100125,11005,12150,1,1
100125,12003,60750,1,1
100125,12005,12150,1,1
100125,13003,60750,1,1
100125,13005,12150,1,1
100125,13,100000,3,6
100125,15011,5000,1,1
100125,14,30000,1,1
100125,4,177926,2,4
100125,5,195719,2,4
100125,6,160133,2,4
100126,10003,252000,1,1
100126,10005,50400,1,1
100126,13,100000,3,6
100126,15011,5000,1,1
100126,14,30000,1,1
100126,4,187533,2,4
100126,5,206286,2,4
100126,6,168780,2,4
100127,11003,252000,1,1
100127,11005,50400,1,1
100127,13,100000,3,6
100127,15011,5000,1,1
100127,14,30000,1,1
100127,4,187533,2,4
100127,5,206286,2,4
100127,6,168780,2,4
100128,12003,252000,1,1
100128,12005,50400,1,1
100128,13,100000,3,6
100128,15011,5000,1,1
100128,14,30000,1,1
100128,4,187533,2,4
100128,5,206286,2,4
100128,6,168780,2,4
100129,13003,252000,1,1
100129,13005,50400,1,1
100129,13,100000,3,6
100129,15011,5000,1,1
100129,14,30000,1,1
100129,4,187533,2,4
100129,5,206286,2,4
100129,6,168780,2,4
100130,57013,10975,1,1
100130,57003,29266,2,2
100130,10003,63000,1,1
100130,10005,12600,1,1
100130,11003,63000,1,1
100130,11005,12600,1,1
100130,12003,63000,1,1
100130,12005,12600,1,1
100130,13003,63000,1,1
100130,13005,12600,1,1
100130,13,100000,3,6
100130,15021,5000,1,1
100130,14,30000,1,1
100130,4,174120,2,4
100130,5,191532,2,4
100130,6,156708,2,4
100131,10003,261000,1,1
100131,10005,52200,1,1
100131,13,100000,3,6
100131,15021,5000,1,1
100131,14,30000,1,1
100131,4,183933,2,4
100131,5,202326,2,4
100131,6,165540,2,4
100132,11003,261000,1,1
100132,11005,52200,1,1
100132,13,100000,3,6
100132,15021,5000,1,1
100132,14,30000,1,1
100132,4,183933,2,4
100132,5,202326,2,4
100132,6,165540,2,4
100133,12003,261000,1,1
100133,12005,52200,1,1
100133,13,100000,3,6
100133,15021,5000,1,1
100133,14,30000,1,1
100133,4,183933,2,4
100133,5,202326,2,4
100133,6,165540,2,4
100134,13003,261000,1,1
100134,13005,52200,1,1
100134,13,100000,3,6
100134,15021,5000,1,1
100134,14,30000,1,1
100134,4,183933,2,4
100134,5,202326,2,4
100134,6,165540,2,4
100135,57014,11143,1,1
100135,57004,29716,2,2
100135,10003,65250,1,1
100135,10005,13050,1,1
100135,11003,65250,1,1
100135,11005,13050,1,1
100135,12003,65250,1,1
100135,12005,13050,1,1
100135,13003,65250,1,1
100135,13005,13050,1,1
100135,13,100000,3,6
100135,15031,5000,1,1
100135,14,30000,1,1
100135,4,170314,2,4
100135,5,187345,2,4
100135,6,153283,2,4
100136,10003,270000,1,1
100136,10005,54000,1,1
100136,13,100000,3,7
100136,15031,5000,1,1
100136,14,30000,1,1
100136,4,180333,2,4
100136,5,198366,2,4
100136,6,162300,2,4
100137,11003,270000,1,1
100137,11005,54000,1,1
100137,13,100000,3,7
100137,15031,5000,1,1
100137,14,30000,1,1
100137,4,180333,2,4
100137,5,198366,2,4
100137,6,162300,2,4
100138,12003,270000,1,1
100138,12005,54000,1,1
100138,13,100000,3,7
100138,15031,5000,1,1
100138,14,30000,1,1
100138,4,180333,2,4
100138,5,198366,2,4
100138,6,162300,2,4
100139,13003,270000,1,1
100139,13005,54000,1,1
100139,13,100000,3,7
100139,15031,5000,1,1
100139,14,30000,1,1
100139,4,180333,2,4
100139,5,198366,2,4
100139,6,162300,2,4
100140,57015,11312,1,1
100140,57005,30166,2,2
100140,10003,67500,1,1
100140,10005,13500,1,1
100140,11003,67500,1,1
100140,11005,13500,1,1
100140,12003,67500,1,1
100140,12005,13500,1,1
100140,13003,67500,1,1
100140,13005,13500,1,1
100140,13,100000,3,7
100140,15041,5000,1,1
100140,14,30000,1,1
100140,4,166507,2,4
100140,5,183158,2,4
100140,6,149856,2,4
100141,10003,279000,1,1
100141,10005,55800,1,1
100141,13,100000,3,7
100141,15041,5000,1,1
100141,14,30000,1,1
100141,4,176733,2,4
100141,5,194406,2,4
100141,6,159060,2,4
100142,11003,279000,1,1
100142,11005,55800,1,1
100142,13,100000,3,7
100142,15041,5000,1,1
100142,14,30000,1,1
100142,4,176733,2,4
100142,5,194406,2,4
100142,6,159060,2,4
100143,12003,279000,1,1
100143,12005,55800,1,1
100143,13,100000,3,7
100143,15041,5000,1,1
100143,14,30000,1,1
100143,4,176733,2,4
100143,5,194406,2,4
100143,6,159060,2,4
100144,13003,279000,1,1
100144,13005,55800,1,1
100144,13,100000,3,7
100144,15041,5000,1,1
100144,14,30000,1,1
100144,4,176733,2,4
100144,5,194406,2,4
100144,6,159060,2,4
100145,57016,11481,1,1
100145,57006,30616,2,2
100145,10003,69750,1,1
100145,10005,13950,1,1
100145,11003,69750,1,1
100145,11005,13950,1,1
100145,12003,69750,1,1
100145,12005,13950,1,1
100145,13003,69750,1,1
100145,13005,13950,1,1
100145,13,100000,3,7
100145,15051,5000,1,1
100145,14,30000,1,1
100145,4,162701,2,5
100145,5,178971,2,5
100145,6,146431,2,5
100146,10003,288000,1,1
100146,10005,57600,1,1
100146,13,100000,4,7
100146,15051,5000,1,1
100146,14,30000,1,1
100146,4,173133,2,4
100146,5,190446,2,4
100146,6,155820,2,4
100147,11003,288000,1,1
100147,11005,57600,1,1
100147,13,100000,4,7
100147,15051,5000,1,1
100147,14,30000,1,1
100147,4,173133,2,4
100147,5,190446,2,4
100147,6,155820,2,4
100148,12003,288000,1,1
100148,12005,57600,1,1
100148,13,100000,4,7
100148,15051,5000,1,1
100148,14,30000,1,1
100148,4,173133,2,4
100148,5,190446,2,4
100148,6,155820,2,4
100149,13003,288000,1,1
100149,13005,57600,1,1
100149,13,100000,4,7
100149,15051,5000,1,1
100149,14,30000,1,1
100149,4,173133,2,4
100149,5,190446,2,4
100149,6,155820,2,4
100150,57011,11650,1,1
100150,57001,31066,2,2
100150,10003,72000,1,1
100150,10005,14400,1,1
100150,11003,72000,1,1
100150,11005,14400,1,1
100150,12003,72000,1,1
100150,12005,14400,1,1
100150,13003,72000,1,1
100150,13005,14400,1,1
100150,13,100000,4,7
100150,15001,5000,1,1
100150,14,30000,1,1
100150,4,158895,2,5
100150,5,174785,2,5
100150,6,143006,2,5
100151,10003,297000,1,1
100151,10005,59400,1,1
100151,13,100000,4,7
100151,15001,5000,1,1
100151,14,30000,1,1
100151,4,169533,2,5
100151,5,186486,2,5
100151,6,152580,2,5
100152,11003,297000,1,1
100152,11005,59400,1,1
100152,13,100000,4,7
100152,15001,5000,1,1
100152,14,30000,1,1
100152,4,169533,2,5
100152,5,186486,2,5
100152,6,152580,2,5
100153,12003,297000,1,1
100153,12005,59400,1,1
100153,13,100000,4,7
100153,15001,5000,1,1
100153,14,30000,1,1
100153,4,169533,2,5
100153,5,186486,2,5
100153,6,152580,2,5
100154,13003,297000,1,1
100154,13005,59400,1,1
100154,13,100000,4,7
100154,15001,5000,1,1
100154,14,30000,1,1
100154,4,169533,2,5
100154,5,186486,2,5
100154,6,152580,2,5
100155,57012,11818,1,1
100155,57002,31516,2,2
100155,10003,74250,1,1
100155,10005,14850,1,1
100155,11003,74250,1,1
100155,11005,14850,1,1
100155,12003,74250,1,1
100155,12005,14850,1,1
100155,13003,74250,1,1
100155,13005,14850,1,1
100155,13,100000,4,7
100155,15011,5000,1,1
100155,14,30000,1,1
100155,4,155089,3,5
100155,5,170598,3,5
100155,6,139580,3,5
100156,10003,306000,1,1
100156,10005,61200,1,1
100156,13,100000,4,7
100156,15011,5000,1,1
100156,14,30000,1,1
100156,4,165933,2,5
100156,5,182526,2,5
100156,6,149340,2,5
100157,11003,306000,1,1
100157,11005,61200,1,1
100157,13,100000,4,7
100157,15011,5000,1,1
100157,14,30000,1,1
100157,4,165933,2,5
100157,5,182526,2,5
100157,6,149340,2,5
100158,12003,306000,1,1
100158,12005,61200,1,1
100158,13,100000,4,7
100158,15011,5000,1,1
100158,14,30000,1,1
100158,4,165933,2,5
100158,5,182526,2,5
100158,6,149340,2,5
100159,13003,306000,1,1
100159,13005,61200,1,1
100159,13,100000,4,7
100159,15011,5000,1,1
100159,14,30000,1,1
100159,4,165933,2,5
100159,5,182526,2,5
100159,6,149340,2,5
100160,57013,11987,1,1
100160,57003,31966,2,2
100160,10003,76500,1,1
100160,10005,15300,1,1
100160,11003,76500,1,1
100160,11005,15300,1,1
100160,12003,76500,1,1
100160,12005,15300,1,1
100160,13003,76500,1,1
100160,13005,15300,1,1
100160,13,100000,4,7
100160,15021,5000,1,1
100160,14,30000,1,1
100160,4,151282,3,5
100160,5,166410,3,5
100160,6,136154,3,5
100161,10003,315000,1,1
100161,10006,31500,1,1
100161,13,100000,4,8
100161,15021,5000,1,1
100161,14,30000,1,1
100161,4,172833,2,5
100161,5,190116,2,5
100161,6,155550,2,5
100162,11003,315000,1,1
100162,11006,31500,1,1
100162,13,100000,4,8
100162,15021,5000,1,1
100162,14,30000,1,1
100162,4,172833,2,5
100162,5,190116,2,5
100162,6,155550,2,5
100163,12003,315000,1,1
100163,12006,31500,1,1
100163,13,100000,4,8
100163,15021,5000,1,1
100163,14,30000,1,1
100163,4,172833,2,5
100163,5,190116,2,5
100163,6,155550,2,5
100164,13003,315000,1,1
100164,13006,31500,1,1
100164,13,100000,4,8
100164,15021,5000,1,1
100164,14,30000,1,1
100164,4,172833,2,5
100164,5,190116,2,5
100164,6,155550,2,5
100165,57014,12156,1,1
100165,57004,32416,2,2
100165,10003,78750,1,1
100165,10006,7875,1,1
100165,11003,78750,1,1
100165,11006,7875,1,1
100165,12003,78750,1,1
100165,12006,7875,1,1
100165,13003,78750,1,1
100165,13006,7875,1,1
100165,13,100000,4,8
100165,15031,5000,1,1
100165,14,30000,1,1
100165,4,157976,3,5
100165,5,173774,3,5
100165,6,142178,3,5
100166,10003,324000,1,1
100166,10006,32400,1,1
100166,13,100000,4,8
100166,15031,5000,1,1
100166,14,30000,1,1
100166,4,169533,2,5
100166,5,186486,2,5
100166,6,152580,2,5
100167,11003,324000,1,1
100167,11006,32400,1,1
100167,13,100000,4,8
100167,15031,5000,1,1
100167,14,30000,1,1
100167,4,169533,2,5
100167,5,186486,2,5
100167,6,152580,2,5
100168,12003,324000,1,1
100168,12006,32400,1,1
100168,13,100000,4,8
100168,15031,5000,1,1
100168,14,30000,1,1
100168,4,169533,2,5
100168,5,186486,2,5
100168,6,152580,2,5
100169,13003,324000,1,1
100169,13006,32400,1,1
100169,13,100000,4,8
100169,15031,5000,1,1
100169,14,30000,1,1
100169,4,169533,2,5
100169,5,186486,2,5
100169,6,152580,2,5
100170,57015,12325,1,1
100170,57005,32866,2,2
100170,10003,81000,1,1
100170,10006,8100,1,1
100170,11003,81000,1,1
100170,11006,8100,1,1
100170,12003,81000,1,1
100170,12006,8100,1,1
100170,13003,81000,1,1
100170,13006,8100,1,1
100170,13,100000,4,8
100170,15041,5000,1,1
100170,14,30000,1,1
100170,4,154470,3,6
100170,5,169917,3,6
100170,6,139023,3,6
100171,10003,333000,1,1
100171,10006,33300,1,1
100171,13,100000,4,8
100171,15041,5000,1,1
100171,14,30000,1,1
100171,4,166233,3,5
100171,5,182856,3,5
100171,6,149610,3,5
100172,11003,333000,1,1
100172,11006,33300,1,1
100172,13,100000,4,8
100172,15041,5000,1,1
100172,14,30000,1,1
100172,4,166233,3,5
100172,5,182856,3,5
100172,6,149610,3,5
100173,12003,333000,1,1
100173,12006,33300,1,1
100173,13,100000,4,8
100173,15041,5000,1,1
100173,14,30000,1,1
100173,4,166233,3,5
100173,5,182856,3,5
100173,6,149610,3,5
100174,13003,333000,1,1
100174,13006,33300,1,1
100174,13,100000,4,8
100174,15041,5000,1,1
100174,14,30000,1,1
100174,4,166233,3,5
100174,5,182856,3,5
100174,6,149610,3,5
100175,57016,12493,1,1
100175,57006,33316,2,2
100175,10003,83250,1,1
100175,10006,8325,1,1
100175,11003,83250,1,1
100175,11006,8325,1,1
100175,12003,83250,1,1
100175,12006,8325,1,1
100175,13003,83250,1,1
100175,13006,8325,1,1
100175,13,100000,4,8
100175,15051,5000,1,1
100175,14,30000,1,1
100175,4,150964,3,6
100175,5,166060,3,6
100175,6,135868,3,6
100176,10003,342000,1,1
100176,10006,34200,1,1
100176,13,100000,4,8
100176,15051,5000,1,1
100176,14,30000,1,1
100176,4,162933,3,5
100176,5,179226,3,5
100176,6,146640,3,5
100177,11003,342000,1,1
100177,11006,34200,1,1
100177,13,100000,4,8
100177,15051,5000,1,1
100177,14,30000,1,1
100177,4,162933,3,5
100177,5,179226,3,5
100177,6,146640,3,5
100178,12003,342000,1,1
100178,12006,34200,1,1
100178,13,100000,4,8
100178,15051,5000,1,1
100178,14,30000,1,1
100178,4,162933,3,5
100178,5,179226,3,5
100178,6,146640,3,5
100179,13003,342000,1,1
100179,13006,34200,1,1
100179,13,100000,4,8
100179,15051,5000,1,1
100179,14,30000,1,1
100179,4,162933,3,5
100179,5,179226,3,5
100179,6,146640,3,5
100180,57011,12662,1,1
100180,57001,33766,2,2
100180,10003,85500,1,1
100180,10006,8550,1,1
100180,11003,85500,1,1
100180,11006,8550,1,1
100180,12003,85500,1,1
100180,12006,8550,1,1
100180,13003,85500,1,1
100180,13006,8550,1,1
100180,13,100000,4,8
100180,15001,5000,1,1
100180,14,30000,1,1
100180,4,147457,3,6
100180,5,162203,3,6
100180,6,132711,3,6
100181,10003,351000,1,1
100181,10006,35100,1,1
100181,13,100000,4,9
100181,15001,5000,1,1
100181,14,30000,1,1
100181,4,159633,3,6
100181,5,175596,3,6
100181,6,143670,3,6
100182,11003,351000,1,1
100182,11006,35100,1,1
100182,13,100000,4,9
100182,15001,5000,1,1
100182,14,30000,1,1
100182,4,159633,3,6
100182,5,175596,3,6
100182,6,143670,3,6
100183,12003,351000,1,1
100183,12006,35100,1,1
100183,13,100000,4,9
100183,15001,5000,1,1
100183,14,30000,1,1
100183,4,159633,3,6
100183,5,175596,3,6
100183,6,143670,3,6
100184,13003,351000,1,1
100184,13006,35100,1,1
100184,13,100000,4,9
100184,15001,5000,1,1
100184,14,30000,1,1
100184,4,159633,3,6
100184,5,175596,3,6
100184,6,143670,3,6
100185,57012,12831,1,1
100185,57002,34216,2,2
100185,10003,87750,1,1
100185,10006,8775,1,1
100185,11003,87750,1,1
100185,11006,8775,1,1
100185,12003,87750,1,1
100185,12006,8775,1,1
100185,13003,87750,1,1
100185,13006,8775,1,1
100185,13,100000,4,9
100185,15011,5000,1,1
100185,14,30000,1,1
100185,4,143951,3,6
100185,5,158346,3,6
100185,6,129556,3,6
100186,10003,360000,1,1
100186,10006,36000,1,1
100186,13,100000,5,9
100186,15011,5000,1,1
100186,14,30000,1,1
100186,4,156333,3,6
100186,5,171966,3,6
100186,6,140700,3,6
100187,11003,360000,1,1
100187,11006,36000,1,1
100187,13,100000,5,9
100187,15011,5000,1,1
100187,14,30000,1,1
100187,4,156333,3,6
100187,5,171966,3,6
100187,6,140700,3,6
100188,12003,360000,1,1
100188,12006,36000,1,1
100188,13,100000,5,9
100188,15011,5000,1,1
100188,14,30000,1,1
100188,4,156333,3,6
100188,5,171966,3,6
100188,6,140700,3,6
100189,13003,360000,1,1
100189,13006,36000,1,1
100189,13,100000,5,9
100189,15011,5000,1,1
100189,14,30000,1,1
100189,4,156333,3,6
100189,5,171966,3,6
100189,6,140700,3,6
100190,57013,13000,1,1
100190,57003,34666,2,2
100190,10003,90000,1,1
100190,10006,9000,1,1
100190,11003,90000,1,1
100190,11006,9000,1,1
100190,12003,90000,1,1
100190,12006,9000,1,1
100190,13003,90000,1,1
100190,13006,9000,1,1
100190,13,100000,5,9
100190,15021,5000,1,1
100190,14,30000,1,1
100190,4,140445,3,7
100190,5,154490,3,7
100190,6,126401,3,7
100191,10003,369000,1,1
100191,10006,36900,1,1
100191,13,100000,5,9
100191,15021,5000,1,1
100191,14,30000,1,1
100191,4,153033,3,6
100191,5,168336,3,6
100191,6,137730,3,6
100192,11003,369000,1,1
100192,11006,36900,1,1
100192,13,100000,5,9
100192,15021,5000,1,1
100192,14,30000,1,1
100192,4,153033,3,6
100192,5,168336,3,6
100192,6,137730,3,6
100193,12003,369000,1,1
100193,12006,36900,1,1
100193,13,100000,5,9
100193,15021,5000,1,1
100193,14,30000,1,1
100193,4,153033,3,6
100193,5,168336,3,6
100193,6,137730,3,6
100194,13003,369000,1,1
100194,13006,36900,1,1
100194,13,100000,5,9
100194,15021,5000,1,1
100194,14,30000,1,1
100194,4,153033,3,6
100194,5,168336,3,6
100194,6,137730,3,6
100195,57014,13168,1,1
100195,57004,35116,2,2
100195,10003,92250,1,1
100195,10006,9225,1,1
100195,11003,92250,1,1
100195,11006,9225,1,1
100195,12003,92250,1,1
100195,12006,9225,1,1
100195,13003,92250,1,1
100195,13006,9225,1,1
100195,13,100000,5,9
100195,15031,5000,1,1
100195,14,30000,1,1
100195,4,136939,4,7
100195,5,150633,4,7
100195,6,123245,4,7
100196,10003,378000,1,1
100196,10006,37800,1,1
100196,13,100000,5,9
100196,15031,5000,1,1
100196,14,30000,1,1
100196,4,149733,3,6
100196,5,164706,3,6
100196,6,134760,3,6
100197,11003,378000,1,1
100197,11006,37800,1,1
100197,13,100000,5,9
100197,15031,5000,1,1
100197,14,30000,1,1
100197,4,149733,3,6
100197,5,164706,3,6
100197,6,134760,3,6
100198,12003,378000,1,1
100198,12006,37800,1,1
100198,13,100000,5,9
100198,15031,5000,1,1
100198,14,30000,1,1
100198,4,149733,3,6
100198,5,164706,3,6
100198,6,134760,3,6
100199,13003,378000,1,1
100199,13006,37800,1,1
100199,13,100000,5,9
100199,15031,5000,1,1
100199,14,30000,1,1
100199,4,149733,3,6
100199,5,164706,3,6
100199,6,134760,3,6
100200,57015,13337,1,1
100200,57005,35566,2,2
100200,10003,94500,1,1
100200,10006,9450,1,1
100200,11003,94500,1,1
100200,11006,9450,1,1
100200,12003,94500,1,1
100200,12006,9450,1,1
100200,13003,94500,1,1
100200,13006,9450,1,1
100200,13,100000,5,9
100200,15041,5000,1,1
100200,14,30000,1,1
100200,4,133432,4,7
