RobotID,RobotLevel,RobotHead,RobotName,RobotCardList,RobotScore,IsExpenditonRobot
61,18,66031,Larry,"[{""Wave"":1,""Slot"":2,""MonsterID"":6021,""Rank"":1,""Level"":12,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":6031,""Rank"":1,""Level"":12,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":6001,""Rank"":1,""Level"":12,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":6011,""Rank"":1,""Level"":12,""EquipID"":[]}]",120,0
62,18,61032,Joseph,"[{""Wave"":1,""Slot"":2,""MonsterID"":1032,""Rank"":1,""Level"":13,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":1011,""Rank"":1,""Level"":13,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":1021,""Rank"":1,""Level"":13,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":1001,""Rank"":1,""Level"":13,""EquipID"":[]}]",130,0
63,18,62032,Heather,"[{""Wave"":1,""Slot"":2,""MonsterID"":2001,""Rank"":1,""Level"":13,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":2032,""Rank"":1,""Level"":13,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":2011,""Rank"":1,""Level"":13,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":2021,""Rank"":1,""Level"":13,""EquipID"":[]}]",130,0
64,18,63032,Merle,"[{""Wave"":1,""Slot"":2,""MonsterID"":3021,""Rank"":1,""Level"":13,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":3001,""Rank"":1,""Level"":13,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":3011,""Rank"":1,""Level"":13,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":3032,""Rank"":1,""Level"":13,""EquipID"":[]}]",130,0
65,18,64032,Enoch,"[{""Wave"":1,""Slot"":2,""MonsterID"":4032,""Rank"":1,""Level"":13,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":4011,""Rank"":1,""Level"":13,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":4021,""Rank"":1,""Level"":13,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":4001,""Rank"":1,""Level"":13,""EquipID"":[]}]",130,0
66,18,65032,Sophia,"[{""Wave"":1,""Slot"":2,""MonsterID"":5001,""Rank"":1,""Level"":13,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":5032,""Rank"":1,""Level"":13,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":5011,""Rank"":1,""Level"":13,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":5021,""Rank"":1,""Level"":13,""EquipID"":[]}]",130,0
67,19,66032,Beatrice,"[{""Wave"":1,""Slot"":2,""MonsterID"":6021,""Rank"":1,""Level"":14,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":6001,""Rank"":1,""Level"":14,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":6011,""Rank"":1,""Level"":14,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":6032,""Rank"":1,""Level"":14,""EquipID"":[]}]",140,0
68,19,61033,Caesar,"[{""Wave"":1,""Slot"":2,""MonsterID"":1011,""Rank"":1,""Level"":14,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":1033,""Rank"":1,""Level"":14,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":1021,""Rank"":1,""Level"":14,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":1001,""Rank"":1,""Level"":14,""EquipID"":[]}]",140,0
69,19,62033,Xenia,"[{""Wave"":1,""Slot"":2,""MonsterID"":2001,""Rank"":1,""Level"":14,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":2011,""Rank"":1,""Level"":14,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":2021,""Rank"":1,""Level"":14,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":2033,""Rank"":1,""Level"":14,""EquipID"":[]}]",140,0
70,19,63033,Stanley,"[{""Wave"":1,""Slot"":2,""MonsterID"":3033,""Rank"":1,""Level"":14,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":3021,""Rank"":1,""Level"":14,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":3001,""Rank"":1,""Level"":14,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":3011,""Rank"":1,""Level"":14,""EquipID"":[]}]",140,0
71,19,64033,Quintion,"[{""Wave"":1,""Slot"":2,""MonsterID"":4011,""Rank"":1,""Level"":14,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":4033,""Rank"":1,""Level"":14,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":4021,""Rank"":1,""Level"":14,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":4001,""Rank"":1,""Level"":14,""EquipID"":[]}]",140,0
72,19,65033,Una,"[{""Wave"":1,""Slot"":2,""MonsterID"":5001,""Rank"":1,""Level"":15,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":5011,""Rank"":1,""Level"":15,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":5021,""Rank"":1,""Level"":15,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":5033,""Rank"":1,""Level"":15,""EquipID"":[]}]",150,0
73,19,66033,Afra,"[{""Wave"":1,""Slot"":2,""MonsterID"":6033,""Rank"":1,""Level"":15,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":6021,""Rank"":1,""Level"":15,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":6001,""Rank"":1,""Level"":15,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":6011,""Rank"":1,""Level"":15,""EquipID"":[]}]",150,0
74,19,61031,Chloe,"[{""Wave"":1,""Slot"":2,""MonsterID"":1011,""Rank"":1,""Level"":15,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":1021,""Rank"":1,""Level"":15,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":1001,""Rank"":1,""Level"":15,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":1031,""Rank"":1,""Level"":15,""EquipID"":[]}]",150,0
75,19,62031,Nathan,"[{""Wave"":1,""Slot"":2,""MonsterID"":2031,""Rank"":1,""Level"":15,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":2001,""Rank"":1,""Level"":15,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":2011,""Rank"":1,""Level"":15,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":2021,""Rank"":1,""Level"":15,""EquipID"":[]}]",150,0
76,19,63031,Olive,"[{""Wave"":1,""Slot"":2,""MonsterID"":3021,""Rank"":1,""Level"":15,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":3031,""Rank"":1,""Level"":15,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":3001,""Rank"":1,""Level"":15,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":3011,""Rank"":1,""Level"":15,""EquipID"":[]}]",150,0
77,19,64031,Arlene,"[{""Wave"":1,""Slot"":2,""MonsterID"":4011,""Rank"":1,""Level"":16,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":4021,""Rank"":1,""Level"":16,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":4001,""Rank"":1,""Level"":16,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":4031,""Rank"":1,""Level"":16,""EquipID"":[]}]",160,0
78,19,65031,Philip,"[{""Wave"":1,""Slot"":2,""MonsterID"":5031,""Rank"":1,""Level"":16,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":5001,""Rank"":1,""Level"":16,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":5011,""Rank"":1,""Level"":16,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":5021,""Rank"":1,""Level"":16,""EquipID"":[]}]",160,0
79,19,66031,Baldwin,"[{""Wave"":1,""Slot"":2,""MonsterID"":6021,""Rank"":1,""Level"":16,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":6031,""Rank"":1,""Level"":16,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":6001,""Rank"":1,""Level"":16,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":6011,""Rank"":1,""Level"":16,""EquipID"":[]}]",160,0
80,19,61032,Trista,"[{""Wave"":1,""Slot"":2,""MonsterID"":1032,""Rank"":1,""Level"":16,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":1011,""Rank"":1,""Level"":16,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":1021,""Rank"":1,""Level"":16,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":1001,""Rank"":1,""Level"":16,""EquipID"":[]}]",160,0
81,19,62032,Hugo,"[{""Wave"":1,""Slot"":2,""MonsterID"":2001,""Rank"":1,""Level"":16,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":2032,""Rank"":1,""Level"":16,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":2011,""Rank"":1,""Level"":16,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":2021,""Rank"":1,""Level"":16,""EquipID"":[]}]",160,0
82,20,63032,Randolph,"[{""Wave"":1,""Slot"":2,""MonsterID"":3021,""Rank"":1,""Level"":17,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":3001,""Rank"":1,""Level"":17,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":3011,""Rank"":1,""Level"":17,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":3032,""Rank"":1,""Level"":17,""EquipID"":[]}]",170,0
83,20,64032,Basil,"[{""Wave"":1,""Slot"":2,""MonsterID"":4032,""Rank"":1,""Level"":17,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":4011,""Rank"":1,""Level"":17,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":4021,""Rank"":1,""Level"":17,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":4001,""Rank"":1,""Level"":17,""EquipID"":[]}]",170,0
84,20,65032,Kerr,"[{""Wave"":1,""Slot"":2,""MonsterID"":5001,""Rank"":1,""Level"":17,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":5032,""Rank"":1,""Level"":17,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":5011,""Rank"":1,""Level"":17,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":5021,""Rank"":1,""Level"":17,""EquipID"":[]}]",170,0
85,20,66032,Catherine,"[{""Wave"":1,""Slot"":2,""MonsterID"":6021,""Rank"":1,""Level"":17,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":6001,""Rank"":1,""Level"":17,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":6011,""Rank"":1,""Level"":17,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":6032,""Rank"":1,""Level"":17,""EquipID"":[]}]",170,0
86,20,61033,Charlotte,"[{""Wave"":1,""Slot"":2,""MonsterID"":1011,""Rank"":1,""Level"":17,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":1033,""Rank"":1,""Level"":17,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":1021,""Rank"":1,""Level"":17,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":1001,""Rank"":1,""Level"":17,""EquipID"":[]}]",170,0
87,20,62033,Jeffrey,"[{""Wave"":1,""Slot"":2,""MonsterID"":2001,""Rank"":1,""Level"":18,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":2011,""Rank"":1,""Level"":18,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":2021,""Rank"":1,""Level"":18,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":2033,""Rank"":1,""Level"":18,""EquipID"":[]}]",180,0
88,20,63033,Rudolf,"[{""Wave"":1,""Slot"":2,""MonsterID"":3033,""Rank"":1,""Level"":18,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":3021,""Rank"":1,""Level"":18,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":3001,""Rank"":1,""Level"":18,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":3011,""Rank"":1,""Level"":18,""EquipID"":[]}]",180,0
89,20,64033,Roberta,"[{""Wave"":1,""Slot"":2,""MonsterID"":4011,""Rank"":1,""Level"":18,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":4033,""Rank"":1,""Level"":18,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":4021,""Rank"":1,""Level"":18,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":4001,""Rank"":1,""Level"":18,""EquipID"":[]}]",180,0
90,20,65033,Rory,"[{""Wave"":1,""Slot"":2,""MonsterID"":5001,""Rank"":1,""Level"":18,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":5011,""Rank"":1,""Level"":18,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":5021,""Rank"":1,""Level"":18,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":5033,""Rank"":1,""Level"":18,""EquipID"":[]}]",180,0
91,20,66033,Gale,"[{""Wave"":1,""Slot"":2,""MonsterID"":6033,""Rank"":1,""Level"":18,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":6021,""Rank"":1,""Level"":18,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":6001,""Rank"":1,""Level"":18,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":6011,""Rank"":1,""Level"":18,""EquipID"":[]}]",180,0
92,20,61031,Reg,"[{""Wave"":1,""Slot"":2,""MonsterID"":1011,""Rank"":1,""Level"":19,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":1021,""Rank"":1,""Level"":19,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":1001,""Rank"":1,""Level"":19,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":1031,""Rank"":1,""Level"":19,""EquipID"":[]}]",190,0
93,20,62031,Bennett,"[{""Wave"":1,""Slot"":2,""MonsterID"":2031,""Rank"":1,""Level"":19,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":2001,""Rank"":1,""Level"":19,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":2011,""Rank"":1,""Level"":19,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":2021,""Rank"":1,""Level"":19,""EquipID"":[]}]",190,0
94,20,63031,Monica,"[{""Wave"":1,""Slot"":2,""MonsterID"":3021,""Rank"":1,""Level"":19,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":3031,""Rank"":1,""Level"":19,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":3001,""Rank"":1,""Level"":19,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":3011,""Rank"":1,""Level"":19,""EquipID"":[]}]",190,0
95,20,64031,Anna,"[{""Wave"":1,""Slot"":2,""MonsterID"":4011,""Rank"":1,""Level"":19,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":4021,""Rank"":1,""Level"":19,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":4001,""Rank"":1,""Level"":19,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":4031,""Rank"":1,""Level"":19,""EquipID"":[]}]",190,0
96,20,65031,Barbara,"[{""Wave"":1,""Slot"":2,""MonsterID"":5031,""Rank"":1,""Level"":19,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":5001,""Rank"":1,""Level"":19,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":5011,""Rank"":1,""Level"":19,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":5021,""Rank"":1,""Level"":19,""EquipID"":[]}]",190,0
97,21,66031,Penny,"[{""Wave"":1,""Slot"":2,""MonsterID"":6021,""Rank"":1,""Level"":20,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":6031,""Rank"":1,""Level"":20,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":6001,""Rank"":1,""Level"":20,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":6011,""Rank"":1,""Level"":20,""EquipID"":[]}]",200,0
98,21,61032,Chester,"[{""Wave"":1,""Slot"":2,""MonsterID"":1032,""Rank"":1,""Level"":20,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":1011,""Rank"":1,""Level"":20,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":1021,""Rank"":1,""Level"":20,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":1001,""Rank"":1,""Level"":20,""EquipID"":[]}]",200,0
99,21,62032,Glenn,"[{""Wave"":1,""Slot"":2,""MonsterID"":2001,""Rank"":1,""Level"":20,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":2032,""Rank"":1,""Level"":20,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":2011,""Rank"":1,""Level"":20,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":2021,""Rank"":1,""Level"":20,""EquipID"":[]}]",200,0
100,21,63032,Ziv,"[{""Wave"":1,""Slot"":2,""MonsterID"":3021,""Rank"":1,""Level"":20,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":3001,""Rank"":1,""Level"":20,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":3011,""Rank"":1,""Level"":20,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":3032,""Rank"":1,""Level"":20,""EquipID"":[]}]",200,0
101,21,64032,Lyle,"[{""Wave"":1,""Slot"":2,""MonsterID"":4032,""Rank"":1,""Level"":20,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":4011,""Rank"":1,""Level"":20,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":4021,""Rank"":1,""Level"":20,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":4001,""Rank"":1,""Level"":20,""EquipID"":[]}]",200,0
102,21,65032,Verna,"[{""Wave"":1,""Slot"":2,""MonsterID"":5001,""Rank"":1,""Level"":21,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":5032,""Rank"":1,""Level"":21,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":5011,""Rank"":1,""Level"":21,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":5021,""Rank"":1,""Level"":21,""EquipID"":[]}]",210,0
103,21,66032,Jerome,"[{""Wave"":1,""Slot"":2,""MonsterID"":6021,""Rank"":1,""Level"":21,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":6001,""Rank"":1,""Level"":21,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":6011,""Rank"":1,""Level"":21,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":6032,""Rank"":1,""Level"":21,""EquipID"":[]}]",210,0
104,21,61033,Michelle,"[{""Wave"":1,""Slot"":2,""MonsterID"":1011,""Rank"":1,""Level"":21,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":1033,""Rank"":1,""Level"":21,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":1021,""Rank"":1,""Level"":21,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":1001,""Rank"":1,""Level"":21,""EquipID"":[]}]",210,0
105,21,62033,Phoebe,"[{""Wave"":1,""Slot"":2,""MonsterID"":2001,""Rank"":1,""Level"":21,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":2011,""Rank"":1,""Level"":21,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":2021,""Rank"":1,""Level"":21,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":2033,""Rank"":1,""Level"":21,""EquipID"":[]}]",210,0
106,21,63033,Levi,"[{""Wave"":1,""Slot"":2,""MonsterID"":3033,""Rank"":1,""Level"":21,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":3021,""Rank"":1,""Level"":21,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":3001,""Rank"":1,""Level"":21,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":3011,""Rank"":1,""Level"":21,""EquipID"":[]}]",210,0
107,21,64033,Selena,"[{""Wave"":1,""Slot"":2,""MonsterID"":4011,""Rank"":1,""Level"":22,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":4033,""Rank"":1,""Level"":22,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":4021,""Rank"":1,""Level"":22,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":4001,""Rank"":1,""Level"":22,""EquipID"":[]}]",220,0
108,21,65033,Alston,"[{""Wave"":1,""Slot"":2,""MonsterID"":5001,""Rank"":1,""Level"":22,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":5011,""Rank"":1,""Level"":22,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":5021,""Rank"":1,""Level"":22,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":5033,""Rank"":1,""Level"":22,""EquipID"":[]}]",220,0
109,21,66033,Caroline,"[{""Wave"":1,""Slot"":2,""MonsterID"":6033,""Rank"":1,""Level"":22,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":6021,""Rank"":1,""Level"":22,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":6001,""Rank"":1,""Level"":22,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":6011,""Rank"":1,""Level"":22,""EquipID"":[]}]",220,0
110,21,61031,Adolph,"[{""Wave"":1,""Slot"":2,""MonsterID"":1011,""Rank"":1,""Level"":22,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":1021,""Rank"":1,""Level"":22,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":1001,""Rank"":1,""Level"":22,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":1031,""Rank"":1,""Level"":22,""EquipID"":[]}]",220,0
111,21,62031,Hyman,"[{""Wave"":1,""Slot"":2,""MonsterID"":2031,""Rank"":1,""Level"":22,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":2001,""Rank"":1,""Level"":22,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":2011,""Rank"":1,""Level"":22,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":2021,""Rank"":1,""Level"":22,""EquipID"":[]}]",220,0
112,22,63031,Burke,"[{""Wave"":1,""Slot"":2,""MonsterID"":3021,""Rank"":1,""Level"":23,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":3031,""Rank"":1,""Level"":23,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":3001,""Rank"":1,""Level"":23,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":3011,""Rank"":1,""Level"":23,""EquipID"":[]}]",230,0
113,22,64031,Norton,"[{""Wave"":1,""Slot"":2,""MonsterID"":4011,""Rank"":1,""Level"":23,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":4021,""Rank"":1,""Level"":23,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":4001,""Rank"":1,""Level"":23,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":4031,""Rank"":1,""Level"":23,""EquipID"":[]}]",230,0
114,22,65031,Greg,"[{""Wave"":1,""Slot"":2,""MonsterID"":5031,""Rank"":1,""Level"":23,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":5001,""Rank"":1,""Level"":23,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":5011,""Rank"":1,""Level"":23,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":5021,""Rank"":1,""Level"":23,""EquipID"":[]}]",230,0
115,22,66031,Beryl,"[{""Wave"":1,""Slot"":2,""MonsterID"":6021,""Rank"":1,""Level"":23,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":6031,""Rank"":1,""Level"":23,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":6001,""Rank"":1,""Level"":23,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":6011,""Rank"":1,""Level"":23,""EquipID"":[]}]",230,0
116,22,61032,Arvin,"[{""Wave"":1,""Slot"":2,""MonsterID"":1032,""Rank"":1,""Level"":23,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":1011,""Rank"":1,""Level"":23,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":1021,""Rank"":1,""Level"":23,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":1001,""Rank"":1,""Level"":23,""EquipID"":[]}]",230,0
117,22,62032,Sherry,"[{""Wave"":1,""Slot"":2,""MonsterID"":2001,""Rank"":1,""Level"":24,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":2032,""Rank"":1,""Level"":24,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":2011,""Rank"":1,""Level"":24,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":2021,""Rank"":1,""Level"":24,""EquipID"":[]}]",240,0
118,22,63032,Sampson,"[{""Wave"":1,""Slot"":2,""MonsterID"":3021,""Rank"":1,""Level"":24,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":3001,""Rank"":1,""Level"":24,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":3011,""Rank"":1,""Level"":24,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":3032,""Rank"":1,""Level"":24,""EquipID"":[]}]",240,0
119,22,64032,Lena,"[{""Wave"":1,""Slot"":2,""MonsterID"":4032,""Rank"":1,""Level"":24,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":4011,""Rank"":1,""Level"":24,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":4021,""Rank"":1,""Level"":24,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":4001,""Rank"":1,""Level"":24,""EquipID"":[]}]",240,0
120,22,65032,Betty,"[{""Wave"":1,""Slot"":2,""MonsterID"":5001,""Rank"":1,""Level"":24,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":5032,""Rank"":1,""Level"":24,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":5011,""Rank"":1,""Level"":24,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":5021,""Rank"":1,""Level"":24,""EquipID"":[]}]",240,0
