StageID,MaxWaves,MonsterList,MaxRound,TimeUpWin,PlayerCardMax,FriendSupportMax,NpcSupportList,StageTeamSkillList,RewardList
192,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":2001,""Rank"":2,""Level"":195,""EquipID"":[22060,21019]},{""Wave"":1,""Slot"":5,""MonsterID"":2001,""Rank"":2,""Level"":195,""EquipID"":[22060,21019]},{""Wave"":1,""Slot"":7,""MonsterID"":2021,""Rank"":4,""Level"":195,""EquipID"":[22046,21019]},{""Wave"":1,""Slot"":8,""MonsterID"":2033,""Rank"":5,""Level"":195,""EquipID"":[23047,21019]},{""Wave"":1,""Slot"":9,""MonsterID"":2021,""Rank"":4,""Level"":195,""EquipID"":[22046,21019]}]",15,,4,0,,,"1,41200,2,20600,7,860,11010,1"
193,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":4202,""Rank"":6,""Level"":195,""EquipID"":[23028,21019]},{""Wave"":1,""Slot"":6,""MonsterID"":4011,""Rank"":3,""Level"":195,""EquipID"":[22053,21019]},{""Wave"":1,""Slot"":7,""MonsterID"":4021,""Rank"":4,""Level"":195,""EquipID"":[22046,21019]},{""Wave"":1,""Slot"":9,""MonsterID"":4021,""Rank"":4,""Level"":195,""EquipID"":[22046,21019]}]",15,,4,0,,,"1,41200,2,20600,7,860,12010,1"
194,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":4033,""Rank"":5,""Level"":195,""EquipID"":[23047,21019]},{""Wave"":1,""Slot"":4,""MonsterID"":4021,""Rank"":4,""Level"":195,""EquipID"":[22046,21019]},{""Wave"":1,""Slot"":6,""MonsterID"":4021,""Rank"":4,""Level"":195,""EquipID"":[22046,21019]},{""Wave"":1,""Slot"":8,""MonsterID"":4031,""Rank"":5,""Level"":195,""EquipID"":[23047,21019]},{""Wave"":1,""Slot"":9,""MonsterID"":4001,""Rank"":2,""Level"":195,""EquipID"":[22060,21019]}]",15,,4,0,,,"1,41200,2,20600,7,860,13010,1"
195,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":4202,""Rank"":6,""Level"":195,""EquipID"":[23028,21019]},{""Wave"":1,""Slot"":6,""MonsterID"":4011,""Rank"":3,""Level"":195,""EquipID"":[22053,21019]},{""Wave"":1,""Slot"":7,""MonsterID"":4021,""Rank"":4,""Level"":195,""EquipID"":[22046,21019]},{""Wave"":1,""Slot"":8,""MonsterID"":4203,""Rank"":6,""Level"":195,""EquipID"":[23028,21019]},{""Wave"":1,""Slot"":9,""MonsterID"":4021,""Rank"":4,""Level"":195,""EquipID"":[22046,21019]}]",15,,4,0,,,"1,41200,2,20600,7,860,15,4"
196,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":6033,""Rank"":5,""Level"":200,""EquipID"":[23047,21020]},{""Wave"":1,""Slot"":4,""MonsterID"":6021,""Rank"":4,""Level"":200,""EquipID"":[22046,21020]},{""Wave"":1,""Slot"":6,""MonsterID"":6021,""Rank"":4,""Level"":200,""EquipID"":[22046,21020]},{""Wave"":1,""Slot"":8,""MonsterID"":6021,""Rank"":4,""Level"":200,""EquipID"":[22046,21020]}]",15,,4,0,,,"1,43800,2,21900,7,880,10010,1"
197,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":6021,""Rank"":4,""Level"":200,""EquipID"":[22046,21020]},{""Wave"":1,""Slot"":5,""MonsterID"":6021,""Rank"":4,""Level"":200,""EquipID"":[22046,21020]},{""Wave"":1,""Slot"":7,""MonsterID"":6011,""Rank"":3,""Level"":200,""EquipID"":[22053,21020]},{""Wave"":1,""Slot"":8,""MonsterID"":6032,""Rank"":5,""Level"":200,""EquipID"":[23047,21020]},{""Wave"":1,""Slot"":9,""MonsterID"":6011,""Rank"":3,""Level"":200,""EquipID"":[22053,21020]}]",15,,4,0,,,"1,43800,2,21900,7,880,11010,1"
198,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":2001,""Rank"":2,""Level"":200,""EquipID"":[22060,21020]},{""Wave"":1,""Slot"":3,""MonsterID"":2001,""Rank"":2,""Level"":200,""EquipID"":[22060,21020]},{""Wave"":1,""Slot"":5,""MonsterID"":2203,""Rank"":6,""Level"":200,""EquipID"":[23028,21020]},{""Wave"":1,""Slot"":7,""MonsterID"":2021,""Rank"":4,""Level"":200,""EquipID"":[22046,21020]}]",15,,4,0,,,"1,43800,2,21900,7,880,12010,1"
199,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":2031,""Rank"":5,""Level"":200,""EquipID"":[23047,21020]},{""Wave"":1,""Slot"":4,""MonsterID"":2001,""Rank"":2,""Level"":200,""EquipID"":[22060,21020]},{""Wave"":1,""Slot"":7,""MonsterID"":2011,""Rank"":3,""Level"":200,""EquipID"":[22053,21020]},{""Wave"":1,""Slot"":8,""MonsterID"":2032,""Rank"":5,""Level"":200,""EquipID"":[23047,21020]},{""Wave"":1,""Slot"":9,""MonsterID"":2011,""Rank"":3,""Level"":200,""EquipID"":[22053,21020]}]",15,,4,0,,,"1,43800,2,21900,7,880,13010,1"
200,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":2011,""Rank"":3,""Level"":200,""EquipID"":[22053,21020]},{""Wave"":1,""Slot"":3,""MonsterID"":2011,""Rank"":3,""Level"":200,""EquipID"":[22053,21020]},{""Wave"":1,""Slot"":7,""MonsterID"":2202,""Rank"":6,""Level"":200,""EquipID"":[23028,21020]},{""Wave"":1,""Slot"":8,""MonsterID"":2021,""Rank"":4,""Level"":200,""EquipID"":[22046,21020]},{""Wave"":1,""Slot"":9,""MonsterID"":2203,""Rank"":6,""Level"":200,""EquipID"":[23028,21020]}]",15,,4,0,,,"1,43800,2,21900,7,880,16,2"
201,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":3033,""Rank"":5,""Level"":205,""EquipID"":[23048,21020]},{""Wave"":1,""Slot"":4,""MonsterID"":3021,""Rank"":4,""Level"":205,""EquipID"":[22047,21020]},{""Wave"":1,""Slot"":6,""MonsterID"":3021,""Rank"":4,""Level"":205,""EquipID"":[22047,21020]},{""Wave"":1,""Slot"":8,""MonsterID"":3021,""Rank"":4,""Level"":205,""EquipID"":[22047,21020]}]",15,,4,0,,,"1,46400,2,23200,7,900,10010,1"
202,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":3021,""Rank"":4,""Level"":205,""EquipID"":[22047,21020]},{""Wave"":1,""Slot"":5,""MonsterID"":3021,""Rank"":4,""Level"":205,""EquipID"":[22047,21020]},{""Wave"":1,""Slot"":7,""MonsterID"":3011,""Rank"":3,""Level"":205,""EquipID"":[22054,21020]},{""Wave"":1,""Slot"":8,""MonsterID"":3032,""Rank"":5,""Level"":205,""EquipID"":[23048,21020]},{""Wave"":1,""Slot"":9,""MonsterID"":3011,""Rank"":3,""Level"":205,""EquipID"":[22054,21020]}]",15,,4,0,,,"1,46400,2,23200,7,900,11010,1"
203,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":6001,""Rank"":2,""Level"":205,""EquipID"":[22061,21020]},{""Wave"":1,""Slot"":3,""MonsterID"":6001,""Rank"":2,""Level"":205,""EquipID"":[22061,21020]},{""Wave"":1,""Slot"":5,""MonsterID"":6205,""Rank"":6,""Level"":205,""EquipID"":[23029,21020]},{""Wave"":1,""Slot"":9,""MonsterID"":6011,""Rank"":3,""Level"":205,""EquipID"":[22054,21020]}]",15,,4,0,,,"1,46400,2,23200,7,900,12010,1"
204,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":6031,""Rank"":5,""Level"":205,""EquipID"":[23048,21020]},{""Wave"":1,""Slot"":6,""MonsterID"":6001,""Rank"":2,""Level"":205,""EquipID"":[22061,21020]},{""Wave"":1,""Slot"":7,""MonsterID"":6011,""Rank"":3,""Level"":205,""EquipID"":[22054,21020]},{""Wave"":1,""Slot"":8,""MonsterID"":6032,""Rank"":5,""Level"":205,""EquipID"":[23048,21020]},{""Wave"":1,""Slot"":9,""MonsterID"":6011,""Rank"":3,""Level"":205,""EquipID"":[22054,21020]}]",15,,4,0,,,"1,46400,2,23200,7,900,13010,1"
205,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":6001,""Rank"":2,""Level"":205,""EquipID"":[22061,21020]},{""Wave"":1,""Slot"":3,""MonsterID"":6001,""Rank"":2,""Level"":205,""EquipID"":[22061,21020]},{""Wave"":1,""Slot"":7,""MonsterID"":6201,""Rank"":6,""Level"":205,""EquipID"":[23029,21020]},{""Wave"":1,""Slot"":8,""MonsterID"":6011,""Rank"":3,""Level"":205,""EquipID"":[22054,21020]},{""Wave"":1,""Slot"":9,""MonsterID"":6205,""Rank"":6,""Level"":205,""EquipID"":[23029,21020]}]",15,,4,0,,,"1,46400,2,23200,7,900,15,4"
206,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":1021,""Rank"":4,""Level"":210,""EquipID"":[22048,21021]},{""Wave"":1,""Slot"":4,""MonsterID"":1021,""Rank"":4,""Level"":210,""EquipID"":[22048,21021]},{""Wave"":1,""Slot"":6,""MonsterID"":1021,""Rank"":4,""Level"":210,""EquipID"":[22048,21021]},{""Wave"":1,""Slot"":8,""MonsterID"":1033,""Rank"":5,""Level"":210,""EquipID"":[23049,21021]}]",15,,4,0,,,"1,49000,2,24500,7,920,10010,1"
207,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":1021,""Rank"":4,""Level"":210,""EquipID"":[22048,21021]},{""Wave"":1,""Slot"":3,""MonsterID"":1021,""Rank"":4,""Level"":210,""EquipID"":[22048,21021]},{""Wave"":1,""Slot"":5,""MonsterID"":1031,""Rank"":5,""Level"":210,""EquipID"":[23049,21021]},{""Wave"":1,""Slot"":7,""MonsterID"":1001,""Rank"":2,""Level"":210,""EquipID"":[22062,21021]},{""Wave"":1,""Slot"":9,""MonsterID"":1001,""Rank"":2,""Level"":210,""EquipID"":[22062,21021]}]",15,,4,0,,,"1,49000,2,24500,7,920,11010,1"
208,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":3001,""Rank"":2,""Level"":210,""EquipID"":[22062,21021]},{""Wave"":1,""Slot"":3,""MonsterID"":3001,""Rank"":2,""Level"":210,""EquipID"":[22062,21021]},{""Wave"":1,""Slot"":5,""MonsterID"":3255,""Rank"":6,""Level"":210,""EquipID"":[23026,21021]},{""Wave"":1,""Slot"":7,""MonsterID"":3011,""Rank"":3,""Level"":210,""EquipID"":[22055,21021]}]",15,,4,0,,,"1,49000,2,24500,7,920,12010,1"
209,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":3033,""Rank"":5,""Level"":210,""EquipID"":[23049,21021]},{""Wave"":1,""Slot"":4,""MonsterID"":3021,""Rank"":4,""Level"":210,""EquipID"":[22048,21021]},{""Wave"":1,""Slot"":7,""MonsterID"":3011,""Rank"":3,""Level"":210,""EquipID"":[22055,21021]},{""Wave"":1,""Slot"":8,""MonsterID"":3032,""Rank"":5,""Level"":210,""EquipID"":[23049,21021]},{""Wave"":1,""Slot"":9,""MonsterID"":3011,""Rank"":3,""Level"":210,""EquipID"":[22055,21021]}]",15,,4,0,,,"1,49000,2,24500,7,920,13010,1"
210,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":3001,""Rank"":2,""Level"":210,""EquipID"":[22062,21021]},{""Wave"":1,""Slot"":3,""MonsterID"":3001,""Rank"":2,""Level"":210,""EquipID"":[22062,21021]},{""Wave"":1,""Slot"":7,""MonsterID"":3254,""Rank"":6,""Level"":210,""EquipID"":[23026,21021]},{""Wave"":1,""Slot"":8,""MonsterID"":3011,""Rank"":3,""Level"":210,""EquipID"":[22055,21021]},{""Wave"":1,""Slot"":9,""MonsterID"":3255,""Rank"":6,""Level"":210,""EquipID"":[23026,21021]}]",15,,4,0,,,"1,49000,2,24500,7,920,15,4"
211,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":5011,""Rank"":3,""Level"":215,""EquipID"":[22056,21021]},{""Wave"":1,""Slot"":4,""MonsterID"":5011,""Rank"":3,""Level"":215,""EquipID"":[22056,21021]},{""Wave"":1,""Slot"":6,""MonsterID"":5011,""Rank"":3,""Level"":215,""EquipID"":[22056,21021]},{""Wave"":1,""Slot"":8,""MonsterID"":5032,""Rank"":5,""Level"":215,""EquipID"":[23050,21021]}]",15,,4,0,,,"1,52000,2,26000,7,940,10010,1"
212,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":5031,""Rank"":5,""Level"":215,""EquipID"":[23050,21021]},{""Wave"":1,""Slot"":4,""MonsterID"":5001,""Rank"":2,""Level"":215,""EquipID"":[22063,21021]},{""Wave"":1,""Slot"":6,""MonsterID"":5001,""Rank"":2,""Level"":215,""EquipID"":[22063,21021]},{""Wave"":1,""Slot"":7,""MonsterID"":5011,""Rank"":3,""Level"":215,""EquipID"":[22056,21021]},{""Wave"":1,""Slot"":9,""MonsterID"":5011,""Rank"":3,""Level"":215,""EquipID"":[22056,21021]}]",15,,4,0,,,"1,52000,2,26000,7,940,11010,1"
213,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":1011,""Rank"":3,""Level"":215,""EquipID"":[22056,21021]},{""Wave"":1,""Slot"":3,""MonsterID"":1011,""Rank"":3,""Level"":215,""EquipID"":[22056,21021]},{""Wave"":1,""Slot"":5,""MonsterID"":1254,""Rank"":6,""Level"":215,""EquipID"":[23027,21021]},{""Wave"":1,""Slot"":9,""MonsterID"":1001,""Rank"":2,""Level"":216,""EquipID"":[22063,21021]}]",15,,4,0,,,"1,52000,2,26000,7,940,12010,1"
214,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":1032,""Rank"":5,""Level"":215,""EquipID"":[23050,21021]},{""Wave"":1,""Slot"":6,""MonsterID"":1011,""Rank"":3,""Level"":215,""EquipID"":[22056,21021]},{""Wave"":1,""Slot"":7,""MonsterID"":1021,""Rank"":4,""Level"":215,""EquipID"":[22049,21021]},{""Wave"":1,""Slot"":8,""MonsterID"":1033,""Rank"":5,""Level"":215,""EquipID"":[23050,21021]},{""Wave"":1,""Slot"":9,""MonsterID"":1021,""Rank"":4,""Level"":215,""EquipID"":[22049,21021]}]",15,,4,0,,,"1,52000,2,26000,7,940,13010,1"
215,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":1255,""Rank"":6,""Level"":215,""EquipID"":[23027,21021]},{""Wave"":1,""Slot"":6,""MonsterID"":1011,""Rank"":3,""Level"":215,""EquipID"":[22056,21021]},{""Wave"":1,""Slot"":7,""MonsterID"":1001,""Rank"":2,""Level"":215,""EquipID"":[22063,21021]},{""Wave"":1,""Slot"":8,""MonsterID"":1254,""Rank"":6,""Level"":215,""EquipID"":[23027,21021]},{""Wave"":1,""Slot"":9,""MonsterID"":1001,""Rank"":2,""Level"":215,""EquipID"":[22063,21021]}]",15,,4,0,,,"1,52000,2,26000,7,940,15,4"
216,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":4021,""Rank"":4,""Level"":220,""EquipID"":[22049,21022]},{""Wave"":1,""Slot"":4,""MonsterID"":4021,""Rank"":4,""Level"":220,""EquipID"":[22049,21022]},{""Wave"":1,""Slot"":6,""MonsterID"":4021,""Rank"":4,""Level"":220,""EquipID"":[22049,21022]},{""Wave"":1,""Slot"":8,""MonsterID"":4033,""Rank"":5,""Level"":220,""EquipID"":[23050,21022]}]",15,,4,0,,,"1,55000,2,27500,7,960,10010,1"
217,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":4021,""Rank"":4,""Level"":220,""EquipID"":[22049,21022]},{""Wave"":1,""Slot"":3,""MonsterID"":4021,""Rank"":4,""Level"":220,""EquipID"":[22049,21022]},{""Wave"":1,""Slot"":5,""MonsterID"":4031,""Rank"":5,""Level"":220,""EquipID"":[23050,21022]},{""Wave"":1,""Slot"":7,""MonsterID"":4001,""Rank"":2,""Level"":220,""EquipID"":[22063,21022]},{""Wave"":1,""Slot"":9,""MonsterID"":4001,""Rank"":2,""Level"":220,""EquipID"":[22063,21022]}]",15,,4,0,,,"1,55000,2,27500,7,960,11010,1"
218,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":5254,""Rank"":6,""Level"":220,""EquipID"":[23027,21022]},{""Wave"":1,""Slot"":4,""MonsterID"":5001,""Rank"":2,""Level"":220,""EquipID"":[22063,21022]},{""Wave"":1,""Slot"":7,""MonsterID"":5021,""Rank"":4,""Level"":220,""EquipID"":[22049,21022]},{""Wave"":1,""Slot"":9,""MonsterID"":5021,""Rank"":4,""Level"":220,""EquipID"":[22049,21022]}]",15,,4,0,,,"1,55000,2,27500,7,960,12010,1"
219,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":5032,""Rank"":5,""Level"":220,""EquipID"":[23050,21022]},{""Wave"":1,""Slot"":4,""MonsterID"":5011,""Rank"":3,""Level"":220,""EquipID"":[22056,21022]},{""Wave"":1,""Slot"":6,""MonsterID"":5011,""Rank"":3,""Level"":220,""EquipID"":[22056,21022]},{""Wave"":1,""Slot"":7,""MonsterID"":5021,""Rank"":4,""Level"":220,""EquipID"":[22049,21022]},{""Wave"":1,""Slot"":8,""MonsterID"":5033,""Rank"":5,""Level"":220,""EquipID"":[23050,21022]}]",15,,4,0,,,"1,55000,2,27500,7,960,13010,1"
220,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":5254,""Rank"":6,""Level"":220,""EquipID"":[23027,21022]},{""Wave"":1,""Slot"":4,""MonsterID"":5001,""Rank"":2,""Level"":220,""EquipID"":[22063,21022]},{""Wave"":1,""Slot"":7,""MonsterID"":5021,""Rank"":4,""Level"":220,""EquipID"":[22049,21022]},{""Wave"":1,""Slot"":8,""MonsterID"":5256,""Rank"":6,""Level"":220,""EquipID"":[23027,21022]},{""Wave"":1,""Slot"":9,""MonsterID"":5021,""Rank"":4,""Level"":220,""EquipID"":[22049,21022]}]",15,,4,0,,,"1,55000,2,27500,7,960,16,2"
221,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":2011,""Rank"":3,""Level"":225,""EquipID"":[22057,21022]},{""Wave"":1,""Slot"":4,""MonsterID"":2011,""Rank"":3,""Level"":225,""EquipID"":[22057,21022]},{""Wave"":1,""Slot"":6,""MonsterID"":2011,""Rank"":3,""Level"":225,""EquipID"":[22057,21022]},{""Wave"":1,""Slot"":8,""MonsterID"":2032,""Rank"":5,""Level"":225,""EquipID"":[23051,21022]}]",15,,4,0,,,"1,58200,2,29100,7,980,10010,1"
222,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":2031,""Rank"":5,""Level"":225,""EquipID"":[23051,21022]},{""Wave"":1,""Slot"":4,""MonsterID"":2001,""Rank"":2,""Level"":225,""EquipID"":[22064,21022]},{""Wave"":1,""Slot"":6,""MonsterID"":2001,""Rank"":2,""Level"":225,""EquipID"":[22064,21022]},{""Wave"":1,""Slot"":7,""MonsterID"":2011,""Rank"":3,""Level"":225,""EquipID"":[22057,21022]},{""Wave"":1,""Slot"":9,""MonsterID"":2011,""Rank"":3,""Level"":225,""EquipID"":[22057,21022]}]",15,,4,0,,,"1,58200,2,29100,7,980,11010,1"
223,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":4011,""Rank"":3,""Level"":225,""EquipID"":[22057,21022]},{""Wave"":1,""Slot"":3,""MonsterID"":4011,""Rank"":3,""Level"":225,""EquipID"":[22057,21022]},{""Wave"":1,""Slot"":5,""MonsterID"":4254,""Rank"":6,""Level"":225,""EquipID"":[23028,21022]},{""Wave"":1,""Slot"":9,""MonsterID"":4001,""Rank"":2,""Level"":225,""EquipID"":[22064,21022]}]",15,,4,0,,,"1,58200,2,29100,7,980,12010,1"
224,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":4032,""Rank"":5,""Level"":225,""EquipID"":[23051,21022]},{""Wave"":1,""Slot"":6,""MonsterID"":4011,""Rank"":3,""Level"":225,""EquipID"":[22057,21022]},{""Wave"":1,""Slot"":7,""MonsterID"":4021,""Rank"":4,""Level"":225,""EquipID"":[22050,21022]},{""Wave"":1,""Slot"":8,""MonsterID"":4033,""Rank"":5,""Level"":225,""EquipID"":[23051,21022]},{""Wave"":1,""Slot"":9,""MonsterID"":4021,""Rank"":4,""Level"":225,""EquipID"":[22050,21022]}]",15,,4,0,,,"1,58200,2,29100,7,980,13010,1"
225,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":4255,""Rank"":6,""Level"":225,""EquipID"":[23028,21022]},{""Wave"":1,""Slot"":6,""MonsterID"":4011,""Rank"":3,""Level"":225,""EquipID"":[22057,21022]},{""Wave"":1,""Slot"":7,""MonsterID"":4001,""Rank"":2,""Level"":225,""EquipID"":[22064,21022]},{""Wave"":1,""Slot"":8,""MonsterID"":4254,""Rank"":6,""Level"":225,""EquipID"":[23028,21022]},{""Wave"":1,""Slot"":9,""MonsterID"":4001,""Rank"":2,""Level"":225,""EquipID"":[22064,21022]}]",15,,4,0,,,"1,58200,2,29100,7,980,15,4"
226,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":6011,""Rank"":3,""Level"":230,""EquipID"":[22058,21023]},{""Wave"":1,""Slot"":4,""MonsterID"":6011,""Rank"":3,""Level"":230,""EquipID"":[22058,21023]},{""Wave"":1,""Slot"":6,""MonsterID"":6011,""Rank"":3,""Level"":230,""EquipID"":[22058,21023]},{""Wave"":1,""Slot"":8,""MonsterID"":6032,""Rank"":5,""Level"":230,""EquipID"":[23052,21023]}]",15,,4,0,,,"1,61600,2,30800,7,1000,10010,1"
227,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":6001,""Rank"":2,""Level"":230,""EquipID"":[22065,21023]},{""Wave"":1,""Slot"":3,""MonsterID"":6001,""Rank"":2,""Level"":230,""EquipID"":[22065,21023]},{""Wave"":1,""Slot"":5,""MonsterID"":6031,""Rank"":5,""Level"":230,""EquipID"":[23052,21023]},{""Wave"":1,""Slot"":7,""MonsterID"":6011,""Rank"":3,""Level"":230,""EquipID"":[22058,21023]},{""Wave"":1,""Slot"":9,""MonsterID"":6011,""Rank"":3,""Level"":230,""EquipID"":[22058,21023]}]",15,,4,0,,,"1,61600,2,30800,7,1000,11010,1"
228,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":2254,""Rank"":6,""Level"":230,""EquipID"":[23029,21023]},{""Wave"":1,""Slot"":4,""MonsterID"":2001,""Rank"":2,""Level"":230,""EquipID"":[22065,21023]},{""Wave"":1,""Slot"":7,""MonsterID"":2021,""Rank"":4,""Level"":230,""EquipID"":[22051,21023]},{""Wave"":1,""Slot"":9,""MonsterID"":2021,""Rank"":4,""Level"":230,""EquipID"":[22051,21023]}]",15,,4,0,,,"1,61600,2,30800,7,1000,12010,1"
229,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":2032,""Rank"":5,""Level"":230,""EquipID"":[23052,21023]},{""Wave"":1,""Slot"":4,""MonsterID"":2011,""Rank"":3,""Level"":230,""EquipID"":[22058,21023]},{""Wave"":1,""Slot"":6,""MonsterID"":2011,""Rank"":3,""Level"":230,""EquipID"":[22058,21023]},{""Wave"":1,""Slot"":7,""MonsterID"":2021,""Rank"":4,""Level"":230,""EquipID"":[22051,21023]},{""Wave"":1,""Slot"":8,""MonsterID"":2033,""Rank"":5,""Level"":230,""EquipID"":[23052,21023]}]",15,,4,0,,,"1,61600,2,30800,7,1000,13010,1"
230,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":2254,""Rank"":6,""Level"":230,""EquipID"":[23029,21023]},{""Wave"":1,""Slot"":4,""MonsterID"":2001,""Rank"":2,""Level"":230,""EquipID"":[22065,21023]},{""Wave"":1,""Slot"":7,""MonsterID"":2021,""Rank"":4,""Level"":230,""EquipID"":[22051,21023]},{""Wave"":1,""Slot"":8,""MonsterID"":2256,""Rank"":6,""Level"":230,""EquipID"":[23029,21023]},{""Wave"":1,""Slot"":9,""MonsterID"":2021,""Rank"":4,""Level"":230,""EquipID"":[22051,21023]}]",15,,4,0,,,"1,61600,2,30800,7,1000,15,4"
231,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":3033,""Rank"":5,""Level"":235,""EquipID"":[23052,21023]},{""Wave"":1,""Slot"":4,""MonsterID"":3021,""Rank"":4,""Level"":235,""EquipID"":[22051,21023]},{""Wave"":1,""Slot"":6,""MonsterID"":3021,""Rank"":4,""Level"":235,""EquipID"":[22051,21023]},{""Wave"":1,""Slot"":8,""MonsterID"":3021,""Rank"":4,""Level"":235,""EquipID"":[22051,21023]}]",15,,4,0,,,"1,65000,2,32500,7,1020,10011,1"
232,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":3021,""Rank"":4,""Level"":235,""EquipID"":[22051,21023]},{""Wave"":1,""Slot"":3,""MonsterID"":3021,""Rank"":4,""Level"":235,""EquipID"":[22051,21023]},{""Wave"":1,""Slot"":5,""MonsterID"":3031,""Rank"":5,""Level"":235,""EquipID"":[23052,21023]},{""Wave"":1,""Slot"":7,""MonsterID"":3001,""Rank"":2,""Level"":235,""EquipID"":[22065,21023]},{""Wave"":1,""Slot"":9,""MonsterID"":3001,""Rank"":2,""Level"":235,""EquipID"":[22065,21023]}]",15,,4,0,,,"1,65000,2,32500,7,1020,11011,1"
233,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":6021,""Rank"":4,""Level"":235,""EquipID"":[22051,21023]},{""Wave"":1,""Slot"":3,""MonsterID"":6021,""Rank"":4,""Level"":235,""EquipID"":[22051,21023]},{""Wave"":1,""Slot"":5,""MonsterID"":6251,""Rank"":6,""Level"":235,""EquipID"":[23029,21023]},{""Wave"":1,""Slot"":9,""MonsterID"":6001,""Rank"":2,""Level"":235,""EquipID"":[22065,21023]}]",15,,4,0,,,"1,65000,2,32500,7,1020,12011,1"
234,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":6033,""Rank"":5,""Level"":235,""EquipID"":[23052,21023]},{""Wave"":1,""Slot"":6,""MonsterID"":6021,""Rank"":4,""Level"":235,""EquipID"":[22051,21023]},{""Wave"":1,""Slot"":7,""MonsterID"":6011,""Rank"":3,""Level"":235,""EquipID"":[22058,21023]},{""Wave"":1,""Slot"":8,""MonsterID"":6032,""Rank"":5,""Level"":235,""EquipID"":[23052,21023]},{""Wave"":1,""Slot"":9,""MonsterID"":6011,""Rank"":3,""Level"":235,""EquipID"":[22058,21023]}]",15,,4,0,,,"1,65000,2,32500,7,1020,13011,1"
235,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":6256,""Rank"":6,""Level"":235,""EquipID"":[23029,21023]},{""Wave"":1,""Slot"":6,""MonsterID"":6021,""Rank"":4,""Level"":235,""EquipID"":[22051,21023]},{""Wave"":1,""Slot"":7,""MonsterID"":6001,""Rank"":2,""Level"":235,""EquipID"":[22065,21023]},{""Wave"":1,""Slot"":8,""MonsterID"":6251,""Rank"":6,""Level"":235,""EquipID"":[23029,21023]},{""Wave"":1,""Slot"":9,""MonsterID"":6001,""Rank"":2,""Level"":235,""EquipID"":[22065,21023]}]",15,,4,0,,,"1,65000,2,32500,7,1020,15,5"
236,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":1001,""Rank"":2,""Level"":240,""EquipID"":[22066,21024]},{""Wave"":1,""Slot"":4,""MonsterID"":1001,""Rank"":2,""Level"":240,""EquipID"":[22066,21024]},{""Wave"":1,""Slot"":6,""MonsterID"":1001,""Rank"":2,""Level"":240,""EquipID"":[22066,21024]},{""Wave"":1,""Slot"":8,""MonsterID"":1031,""Rank"":5,""Level"":240,""EquipID"":[23053,21024]}]",15,,4,0,,,"1,68600,2,34300,7,1040,10011,1"
